batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,time_max,time_min,time_median,time_mean,time_trim_mean
29,80,4,114,69,4,0,1,1,28.668880462646484,27.401447296142575,27.691364288330078,27.79214382171631,27.731388807296753
38,125,6,30,79,3,1,0,0,94.0237045288086,90.8217430114746,91.25888347625731,91.49999618530272,91.26931428909302
42,103,7,42,46,1,1,0,0,756.9043636322021,752.2168159484862,752.7767419815062,753.4156322479248,753.12939286232
3,26,6,279,114,1,1,0,1,35.39133071899414,35.00699996948242,35.21609306335449,35.23170948028565,35.239845514297485
22,205,7,22,27,2,0,1,1,157.0162773132324,152.3153781890869,152.8192758560181,153.77447605133057,153.55163812637332
36,286,2,8,15,2,0,1,0,42.397499084472656,41.81694984436035,41.942954063415534,41.97702407836914,41.94447398185729
27,413,3,6,11,3,1,1,0,47.56855964660645,44.04473304748535,44.3112850189209,45.145201683044434,44.97984051704407
19,187,1,1,51,2,0,1,1,24.95765686035156,22.573471069335934,23.485779762268066,23.76856803894043,23.7693190574646
36,145,7,50,16,4,1,1,1,53.44462394714356,51.52273178100586,52.34062671661377,52.33755111694336,52.30101943016052
29,234,7,13,33,1,0,0,0,812.1805191040039,809.614896774292,810.1509809494019,810.4792594909668,810.3746473789215
3,479,3,15,8,2,1,0,0,17.750978469848633,16.567707061767578,17.253875732421875,17.113637924194336,17.102211713790894
60,94,3,25,50,4,1,1,0,10.737895965576172,9.256124496459961,10.280609130859377,10.00535488128662,10.00744104385376
50,435,3,1,16,1,1,1,1,578.3145427703857,575.5646228790282,577.1830081939697,577.0489454269408,577.0762860774994
32,460,7,3,5,3,0,1,0,88.91963958740234,86.99464797973633,87.48984336853027,87.68012523651123,87.6108705997467
38,8,3,861,658,3,1,1,0,25.28619766235352,24.70993995666504,24.90639686584473,24.94363784790039,24.930030107498172
40,117,4,58,28,2,0,0,1,76.74884796142578,73.15087318420409,75.5847692489624,75.24595260620117,75.31997561454774
54,220,7,26,12,3,0,0,0,143.51463317871094,139.82200622558594,141.81780815124512,141.68086051940918,141.6839957237244
62,447,5,4,11,4,0,0,0,80.98173141479492,80.63197135925294,80.90412616729736,80.87670803070068,80.89417219161987
42,429,3,3,7,1,1,0,1,528.2614231109618,524.0459442138672,524.9285697937012,525.421404838562,525.2383351325989
23,29,2,178,162,3,0,1,0,5.174398422241211,4.661798477172852,4.872918128967285,4.896998405456543,4.891723394393921
8,314,5,4,29,2,0,1,0,29.45256233215332,26.16405487060547,26.36063098907471,27.50675678253174,27.431368827819824
61,307,3,31,1,2,1,0,0,270.85494995117193,266.57390594482416,267.20750331878656,267.83037185668945,267.6093578338623
56,232,1,13,7,4,1,0,0,10.962963104248047,9.599924087524414,10.454535484313963,10.314154624938963,10.322332382202148
50,342,5,27,14,2,0,0,1,457.98063278198237,453.85122299194336,456.03275299072266,455.9969425201416,456.0171961784363
1,146,6,4,18,4,1,0,0,0.5731582641601562,0.3371238708496094,0.4010200500488281,0.4271745681762695,0.4201829433441162
1,376,4,10,24,2,1,0,0,4.7760009765625,4.0242671966552725,4.5218467712402335,4.421353340148926,4.426658153533936
43,316,7,17,6,3,1,0,1,153.50484848022458,150.54965019226074,152.22227573394775,152.11470127105713,152.13656425476074
10,50,7,40,197,4,0,0,0,7.638216018676758,7.259845733642577,7.479548454284668,7.4605464935302725,7.463425397872925
54,3,1,1704,1174,4,1,0,1,3.4952163696289062,2.994060516357422,3.349781036376953,3.2998561859130864,3.3136606216430664
23,153,4,44,31,2,0,0,1,60.05859375,56.29539489746094,58.93242359161377,58.403849601745605,58.46056342124939
36,286,3,7,8,3,0,0,0,27.79626846313477,25.87318420410156,26.2068510055542,26.43032073974609,26.329219341278076
41,69,7,56,43,3,0,0,1,43.52593421936035,42.85740852355957,43.15841197967529,43.176984786987305,43.17331314086914
16,9,2,517,213,3,0,1,0,1.5766620635986328,1.3937950134277344,1.4313459396362305,1.4443397521972656,1.434117555618286
16,126,7,3,51,3,1,1,1,7.551431655883789,6.67572021484375,7.434248924255371,7.365536689758301,7.428526878356934
51,84,5,78,69,2,0,1,0,194.59366798400882,191.3318634033203,192.1447515487671,192.41633415222168,192.27972626686096
51,194,4,9,20,4,1,0,0,15.991926193237305,14.250516891479492,14.40441608428955,14.66059684753418,14.545440673828125
40,315,1,10,7,1,1,0,1,51.68509483337402,47.84941673278809,47.9966402053833,48.384666442871094,48.0390191078186
58,298,5,28,15,2,1,0,0,409.33012962341314,407.82999992370605,408.36608409881586,408.4101915359497,408.3677232265472
31,329,2,29,2,2,0,1,1,66.50376319885254,65.71841239929199,66.01476669311522,66.02461338043213,66.00299477577211
45,51,1,118,106,2,1,1,0,11.162042617797852,9.22536849975586,10.839343070983887,10.346293449401855,10.384440422058104
41,246,5,38,28,2,1,1,0,387.2015476226807,384.3240737915039,385.34760475158686,385.4963541030884,385.4297399520874
47,130,5,30,66,1,1,0,1,737.3559474945067,733.2432270050049,735.4073524475098,735.6557369232178,735.7447743415833
30,400,2,3,6,2,0,1,0,69.8416233062744,65.91963768005371,68.12775135040283,67.97506809234619,67.99867749214171
4,503,7,16,13,2,0,1,1,77.99172401428224,75.23822784423828,76.69830322265625,76.6963005065918,76.7166316509247
58,90,7,98,89,2,1,1,0,824.5952129364014,821.6021060943604,822.5260972976685,822.7102518081665,822.6131498813629
60,161,5,48,11,1,0,0,1,662.2512340545653,656.2037467956542,659.0849161148071,658.9702367782593,658.9059233665466
47,358,7,17,13,2,1,0,1,560.3623390197754,557.8217506408691,559.2479705810547,559.03000831604,559.0144991874695
26,138,3,67,12,2,0,1,0,33.910751342773445,31.296730041503906,32.61744976043701,32.632923126220696,32.64021873474121
16,7,7,174,972,1,1,0,1,92.64063835144043,92.01550483703613,92.34225749969481,92.3473596572876,92.35218167304993
62,16,1,341,281,4,0,0,1,2.428531646728516,1.8413066864013672,2.1579265594482417,2.1398305892944336,2.141058444976806
22,76,6,113,30,2,1,1,1,85.94012260437012,83.69207382202148,85.21246910095216,84.97951030731201,85.02036333084106
60,389,3,21,6,3,1,1,1,108.52503776550293,104.54487800598145,106.82511329650879,106.62920475006105,106.65276646614076
60,335,7,1,8,2,0,0,0,141.86549186706543,141.07799530029297,141.5417194366455,141.4877414703369,141.49174094200134
19,484,7,9,19,2,0,0,0,329.01835441589355,328.3882141113281,328.7620544433594,328.71849536895746,328.7222981452942
32,33,4,158,52,4,0,0,0,6.05463981628418,5.588769912719727,5.763649940490723,5.782485008239746,5.7726800441741934
5,184,4,25,27,4,1,1,0,4.566431045532227,3.1960010528564453,3.3878087997436523,3.5228252410888667,3.4332275390625
19,171,5,20,40,4,0,1,0,15.76519012451172,14.604330062866213,14.794707298278807,14.963650703430176,14.90837335586548
51,279,1,31,9,2,0,1,0,70.78981399536133,70.30177116394043,70.41084766387941,70.46911716461182,70.44994831085205
23,440,5,11,3,3,1,1,1,64.89849090576172,63.77243995666504,64.34643268585205,64.37492370605469,64.384788274765
58,48,2,76,159,2,1,0,0,26.69668197631836,23.83351325988769,25.25699138641357,25.24592876434326,25.24113655090332
57,353,2,25,7,3,1,0,0,61.71941757202149,57.8913688659668,58.44926834106445,59.26792621612549,59.133559465408325
10,37,7,267,108,2,1,1,1,77.65889167785646,76.58028602600099,76.96902751922606,77.05450057983398,77.03822851181029
30,468,7,16,16,4,1,1,0,129.10318374633792,123.85082244873048,124.36044216156006,125.9934425354004,125.87255239486694
61,380,1,10,17,2,0,1,0,134.7761154174805,134.07325744628906,134.35852527618408,134.3981742858887,134.39154624938965
21,88,5,48,3,4,0,1,1,7.242441177368164,4.6601295471191415,5.185008049011231,5.419683456420898,5.28678297996521
12,151,4,32,18,2,1,1,0,21.494150161743164,19.820451736450195,20.31707763671875,20.38261890411377,20.31394839286804
29,301,5,8,28,1,0,1,1,394.1807746887207,393.3243751525879,393.68462562561035,393.7512397766113,393.75090599060064
46,197,6,38,16,3,0,1,0,106.31799697875977,101.13263130187988,104.66170310974121,104.06134128570557,104.145348072052
6,381,6,24,7,4,0,0,1,15.995025634765625,15.193700790405273,15.534281730651855,15.553021430969238,15.542685985565186
25,312,5,28,28,4,0,0,0,74.14793968200685,70.59741020202638,71.7916488647461,72.10800647735596,72.0418393611908
34,1,1,5340,8282,2,1,0,1,32.42182731628418,31.278133392333984,31.975984573364254,31.86132907867432,31.864166259765625
47,317,5,12,10,4,0,0,0,46.83637619018555,45.14670372009277,45.8301305770874,45.91269493103027,45.892983675003045
61,193,6,38,38,4,0,1,0,157.8764915466309,153.92661094665527,154.9743413925171,155.39555549621582,155.269056558609
28,87,6,35,55,1,0,0,0,228.03330421447757,224.21431541442868,224.95245933532715,225.15318393707275,224.9105274677277
31,361,1,13,20,2,0,0,0,66.00666046142578,65.46664237976074,65.7428503036499,65.74897766113281,65.7520592212677
28,249,2,11,25,2,0,1,1,40.78435897827149,40.27462005615234,40.6649112701416,40.631508827209466,40.657013654708855
47,446,6,11,1,3,1,0,0,283.2462787628174,277.299165725708,282.27698802948,281.3982009887696,281.67957067489624
42,232,7,27,42,2,0,0,0,633.6872577667236,629.8496723175049,631.8364143371583,631.5817832946777,631.5351128578186
12,490,1,2,8,4,0,1,0,8.740901947021483,7.3981285095214835,7.666587829589844,7.877564430236816,7.8295767307281485
40,227,6,13,41,1,1,1,1,943.046808242798,934.8709583282472,937.659740447998,938.5659456253052,938.4677112102507
62,107,7,40,46,1,0,0,1,992.41304397583,984.1489791870116,988.3798360824584,988.1985664367676,988.1779551506042
13,160,1,16,54,1,1,1,1,23.19025993347168,22.89581298828125,23.0942964553833,23.09257984161377,23.104965686798096
38,306,5,9,15,1,0,0,0,458.63676071166987,455.53994178771967,456.83610439300537,456.94153308868414,456.9048285484314
32,341,2,8,8,4,1,1,0,12.302160263061525,9.672403335571287,10.541439056396484,10.584187507629396,10.483413934707643
57,500,1,12,15,2,0,0,0,195.7881450653076,195.15419006347656,195.4660415649414,195.4761028289795,195.47733664512637
61,384,1,12,1,4,0,1,1,30.44748306274414,26.34382247924805,26.470422744750977,27.23424434661865,26.94389224052429
12,214,2,11,3,4,1,0,0,2.99072265625,2.510309219360352,2.692222595214844,2.6921510696411133,2.6775598526000977
24,366,2,24,21,1,1,1,0,301.16057395935064,300.5537986755371,300.84049701690674,300.7866859436035,300.76906085014343
3,208,5,32,18,1,1,1,0,56.540489196777344,53.88927459716797,54.80813980102539,55.040526390075684,54.99693751335144
64,264,3,15,13,1,1,1,1,510.9553337097168,510.129451751709,510.62238216400146,510.59324741363525,510.6059610843658
43,398,3,20,5,3,1,1,1,78.1991481781006,73.6837387084961,74.63049888610841,75.06136894226073,74.84135031700134
44,149,1,63,5,4,0,0,1,6.811857223510742,6.0918331146240225,6.304502487182617,6.384158134460449,6.367236375808716
31,118,7,31,56,3,1,0,0,72.51095771789552,70.16158103942871,70.69993019104005,70.79520225524901,70.65993547439575
23,316,5,11,12,3,0,1,0,40.58647155761719,37.21141815185547,38.88130187988281,38.58470916748047,38.5061502456665
32,220,5,13,28,3,0,0,0,46.477317810058594,43.36833953857422,43.64585876464844,44.15097236633301,43.95800828933716
59,153,5,16,44,2,1,1,0,139.25027847290042,138.8392448425293,139.08541202545166,139.08560276031494,139.09581303596494
61,425,3,6,11,3,0,1,1,107.79953002929688,107.5599193572998,107.66077041625977,107.67297744750977,107.67129063606262
29,167,3,50,46,1,0,1,0,354.2907238006592,352.5214195251465,352.8764247894287,353.06200981140137,352.975994348526
50,190,2,7,22,3,1,1,0,18.802165985107425,16.156196594238278,16.724944114685062,17.265129089355472,17.211616039276127
45,316,5,9,8,3,1,0,1,59.14998054504394,56.12826347351074,57.62982368469238,57.6629638671875,57.66892433166504
64,510,7,16,13,3,1,0,1,594.1922664642334,589.7746086120604,592.2431945800781,592.1426296234132,592.1824276447296
18,490,1,1,4,2,1,1,0,38.9857292175293,36.351919174194336,36.790013313293464,37.48435974121094,37.43824362754822
20,385,7,12,18,2,0,1,1,267.3037052154541,264.6498680114746,265.10274410247797,265.37203788757324,265.22085070610046
54,140,7,65,34,3,1,0,1,304.7127723693848,298.7961769104004,301.43213272094727,301.5722274780273,301.5266656875611
31,379,5,7,23,2,1,0,0,191.06006622314453,189.9557113647461,190.22166728973392,190.3249263763428,190.27918577194214
22,86,3,26,76,1,0,0,1,56.94198608398438,56.35833740234375,56.58841133117676,56.61349296569824,56.60432577133179
52,216,1,25,9,3,1,0,1,13.63825798034668,11.987924575805664,12.805342674255373,12.806057929992676,12.804299592971802
61,111,6,13,1,3,0,1,1,23.09727668762207,21.236896514892575,22.6895809173584,22.43726253509521,22.504806518554688
40,224,3,9,13,2,1,0,0,39.95752334594727,36.19027137756348,36.393523216247566,37.34953403472901,37.168443202972405
53,356,5,18,22,4,0,1,0,131.37102127075195,130.22446632385254,130.79893589019778,130.7761192321777,130.77071309089658
9,327,4,3,22,4,0,1,1,6.208181381225586,4.973649978637695,5.656599998474121,5.549335479736328,5.5389404296875
16,195,1,44,27,1,0,0,0,26.54671669006348,26.2751579284668,26.37779712677002,26.387572288513184,26.381731033325195
2,164,3,41,7,4,0,1,1,1.7266273498535156,1.384258270263672,1.5714168548583984,1.5589237213134766,1.5597939491271973
26,5,5,1201,953,2,0,0,0,28.156280517578125,27.252674102783203,27.834415435791016,27.77526378631592,27.79296040534973
44,383,1,22,1,4,0,0,0,23.93627166748047,22.3538875579834,22.66788482666016,22.72138595581055,22.6154625415802
43,437,4,18,8,4,1,0,0,58.37607383728027,55.59086799621582,56.02216720581055,56.70747756958008,56.63847923278809
47,159,7,2,30,2,0,0,0,41.20469093322754,36.30590438842773,36.45789623260497,37.8270149230957,37.59494423866272
20,502,5,17,1,2,0,1,1,264.2056941986084,257.5376033782959,261.624813079834,261.49063110351557,261.6453766822815
19,26,1,81,186,2,1,0,1,1.8515586853027344,1.386404037475586,1.5249252319335938,1.5903711318969729,1.5832185745239258
33,7,4,1169,895,3,0,1,0,34.063100814819336,33.130407333374016,33.48517417907715,33.517789840698235,33.498048782348626
40,314,3,26,27,4,0,0,0,46.31662368774414,42.86336898803711,43.25544834136963,44.10567283630371,43.984591960906975
42,143,7,12,42,4,1,0,1,31.04114532470703,29.526233673095703,30.90083599090576,30.6398868560791,30.72893619537353
34,196,6,34,47,2,1,0,1,340.49081802368164,338.14001083374023,338.86694908142084,339.0512228012085,338.9851748943329
58,432,5,16,21,3,1,0,1,303.12395095825195,299.7596263885498,300.9769916534424,301.2205600738525,301.16525292396545
34,257,6,32,1,3,0,1,1,88.58108520507812,85.5107307434082,86.6692066192627,86.80644035339355,86.74657344818115
62,367,4,1,18,3,0,1,1,66.0099983215332,64.94402885437012,65.21010398864746,65.26157855987549,65.20771980285646
7,45,5,131,142,1,1,1,0,95.95179557800293,94.43259239196777,95.1906442642212,95.2099084854126,95.21433711051941
28,39,1,128,62,4,0,1,0,1.025676727294922,0.797271728515625,0.948190689086914,0.9300947189331056,0.9347498416900636
19,139,7,32,13,2,0,1,1,50.48561096191406,49.00836944580078,49.5607852935791,49.54807758331299,49.49834942817688
47,53,5,138,167,3,0,1,0,119.6134090423584,118.37649345397949,118.76523494720459,118.8239574432373,118.78120899200441
49,154,2,19,47,4,1,0,0,11.384010314941404,8.57234001159668,10.570526123046877,10.269594192504883,10.342448949813845
6,176,6,38,21,2,1,0,1,35.37130355834961,34.42668914794922,34.84630584716797,34.882259368896484,34.87807512283325
18,103,4,70,31,2,1,0,1,33.77079963684082,32.410144805908196,33.27810764312744,33.13760757446289,33.149391412734985
14,41,3,30,100,1,1,0,1,12.675285339355467,11.199951171875,12.535452842712402,12.290287017822266,12.378454208374025
26,307,2,22,19,4,0,0,0,14.489173889160154,12.580394744873047,12.906908988952635,13.23707103729248,13.16264271736145
6,104,6,69,55,2,1,1,1,38.62428665161133,37.58811950683594,38.079619407653816,38.122820854187005,38.12697529792785
37,478,7,10,3,3,1,0,1,202.3196220397949,198.6396312713623,199.38957691192627,199.7867107391357,199.61348176002502
54,227,6,10,4,4,0,1,0,32.19461441040039,31.15034103393555,31.534790992736816,31.61303997039795,31.598180532455444
34,37,2,2,210,1,1,0,0,16.661643981933597,15.761137008666992,16.275644302368164,16.264891624450687,16.278266906738278
58,9,6,536,373,2,0,1,1,24.97696876525879,24.54996109008789,24.692416191101074,24.71039295196533,24.69712495803833
53,240,7,8,12,2,1,1,1,141.54052734375,140.5792236328125,141.0409212112427,141.06988906860354,141.0723924636841
57,111,3,5,19,1,0,1,1,65.40775299072266,64.82529640197754,65.21809101104736,65.18857479095459,65.20658731460571
44,267,3,23,6,1,1,1,1,356.8100929260254,354.20632362365717,355.67402839660645,355.5580139160156,355.5704653263092
17,384,5,16,9,1,0,0,0,416.78547859191895,414.9384498596192,415.6370162963867,415.7804012298584,415.7600104808808
57,205,6,3,37,4,1,1,0,30.79819679260254,27.17804908752441,27.44162082672119,28.03230285644531,27.79334783554077
42,178,4,1,15,1,1,1,0,96.41671180725098,95.8096981048584,96.28868103027344,96.19712829589844,96.21810913085938
59,437,2,19,3,1,0,1,1,774.74045753479,772.275447845459,773.2305526733397,773.3684778213501,773.3336091041565
32,142,3,1,13,1,1,0,1,39.16430473327637,34.398317337036126,38.6507511138916,37.100481986999505,37.18027472496033
32,442,1,4,21,4,1,1,1,25.12359619140625,19.14691925048828,23.38302135467529,22.021770477294922,21.99339866638184
20,287,7,3,31,3,0,0,0,32.007932662963874,27.971982955932614,29.47211265563965,29.69269752502441,29.618382453918453
31,268,3,2,26,3,0,0,0,19.047260284423828,15.809297561645508,15.911221504211426,16.546916961669922,16.326576471328735
52,268,2,23,28,4,1,1,0,30.89714050292969,27.441978454589844,27.67467498779297,28.558850288391113,28.40617299079895
24,497,6,4,10,4,1,0,1,36.71884536743164,34.45363044738769,36.506295204162605,36.00008487701415,36.10354661941528
25,465,3,16,1,4,0,1,0,44.96192932128906,41.97502136230469,43.38979721069336,43.54074001312256,43.55880618095398
18,464,2,4,5,3,1,0,0,16.52669906616211,15.17486572265625,16.372442245483402,15.95926284790039,15.986382961273193
39,34,6,255,87,1,1,1,0,568.9680576324462,564.3997192382812,566.0535097122192,566.4253711700441,566.360741853714
6,166,3,23,18,2,1,1,1,7.3294639587402335,6.865262985229492,6.942868232727051,7.006621360778809,6.983935832977295
49,231,6,36,4,3,1,1,0,150.96497535705566,142.869234085083,145.6640958786011,145.87998390197754,145.6207036972046
32,163,7,5,31,3,0,1,0,22.476911544799805,20.236492156982425,21.802902221679688,21.33166790008545,21.325409412384037
31,33,6,115,71,1,1,1,1,156.9983959197998,155.43293952941897,155.8173894882202,155.98769187927246,155.93069791793826
57,74,5,28,134,1,0,0,1,418.85781288146967,416.3281917572022,417.26648807525635,417.3705577850342,417.31494665145874
17,285,3,2,19,4,1,1,1,7.236003875732423,5.939483642578125,6.5653324127197275,6.529545783996582,6.514996290206909
24,211,3,22,7,1,0,0,0,110.98289489746094,106.54878616333008,107.13052749633788,107.45973587036131,107.13320970535278
53,260,3,16,33,3,1,0,1,61.94090843200684,61.03515625,61.45238876342773,61.444687843322754,61.433851718902595
1,443,7,4,10,2,1,1,1,8.363008499145508,7.390737533569336,7.597208023071289,7.7406883239746085,7.706642150878906
53,337,7,25,5,3,0,1,0,283.63060951232916,273.32115173339844,274.31690692901606,275.7077693939209,275.0157415866852
60,136,7,50,10,2,0,0,1,234.24315452575684,229.2325496673584,232.4857711791992,232.07550048828125,232.15991258621216
45,205,2,45,23,3,1,0,1,33.81657600402832,30.01260757446289,31.85105323791504,31.89785480499268,31.893670558929443
37,346,1,25,26,4,0,1,1,20.338058471679688,16.291141510009766,18.427371978759766,18.31376552581787,18.31355690956116
21,484,7,9,17,4,1,0,1,93.52946281433105,89.20550346374512,90.21890163421631,91.04287624359131,90.9617245197296
31,315,6,19,10,4,0,1,1,67.67606735229492,65.49334526062012,66.81215763092041,66.75331592559814,66.7954683303833
14,288,6,27,25,1,0,1,0,711.677074432373,706.4058780670166,707.7062129974365,708.4997653961183,708.364337682724
14,360,2,4,18,1,0,1,1,94.19393539428712,92.98586845397949,93.75452995300293,93.7169075012207,93.74865889549255
44,431,6,2,22,4,0,1,0,63.652992248535156,62.91818618774414,63.02571296691895,63.13040256500244,63.09160590171814
10,37,4,144,93,2,0,0,0,10.085344314575195,9.79471206665039,9.991049766540527,9.993672370910645,10.007083415985107
33,498,2,6,5,1,1,0,0,352.8270721435547,351.9608974456787,352.3322343826294,352.356481552124,352.3471057415008
51,275,1,13,22,3,1,1,1,31.137943267822266,30.8687686920166,30.98893165588379,30.994081497192386,30.99176287651062
44,5,5,908,1837,2,0,1,0,58.39991569519043,57.41190910339356,57.91676044464111,57.86972045898438,57.86067247390747
17,196,5,26,8,2,1,0,1,47.78504371643066,46.79155349731445,47.42002487182617,47.3790168762207,47.40169644355774
32,327,3,25,17,1,0,1,1,523.2586860656738,521.3856697082521,521.6481685638429,521.8868017196655,521.7779576778412
5,378,1,11,4,4,1,1,1,4.0764808654785165,2.4726390838623047,2.841472625732422,2.9155254364013667,2.8257668018341064
59,496,1,3,6,3,0,0,0,69.20766830444336,68.56846809387207,68.96495819091797,68.93134117126465,68.94215941429138
42,32,4,84,97,3,1,0,1,11.681318283081055,11.26241683959961,11.473655700683596,11.443090438842773,11.435896158218384
51,125,1,22,65,1,0,0,1,67.54136085510254,66.71833992004396,67.01517105102539,67.02852249145508,67.00319051742554
25,76,3,112,119,4,0,0,1,19.489526748657227,18.080472946166992,18.642544746398926,18.64299774169922,18.607497215271
16,432,3,19,13,1,0,1,1,333.14490318298334,331.82835578918457,332.54790306091314,332.546329498291,332.56125450134283
24,124,2,69,4,1,0,0,0,41.14127159118652,40.39907455444336,40.79389572143555,40.76852798461914,40.76811671257018
27,213,1,1,20,3,0,0,1,8.698701858520508,6.234884262084961,7.19749927520752,7.418560981750487,7.406502962112428
18,79,7,86,9,3,1,1,0,25.106430053710934,24.48320388793945,24.728775024414066,24.750328063964844,24.73920583724976
43,503,4,2,15,1,0,1,0,718.0092334747314,717.0271873474121,717.6283597946167,717.6077842712402,717.6301777362822
39,425,5,14,16,3,1,1,1,164.963960647583,164.05892372131348,164.34061527252197,164.43562507629397,164.41667079925537
45,377,7,12,8,3,0,1,1,161.83185577392578,157.4230194091797,159.26647186279297,159.3691825866699,159.30461883544922
29,211,1,4,6,2,0,0,1,16.225576400756836,14.806032180786133,15.887141227722168,15.729951858520508,15.783488750457765
37,297,2,8,7,1,0,0,0,125.78105926513672,125.22506713867188,125.2673864364624,125.3861665725708,125.35694241523744
32,474,5,11,11,4,0,0,1,68.87269020080565,65.10829925537111,67.34097003936768,67.02141761779785,67.02914834022522
50,161,7,26,2,3,1,0,1,71.0296630859375,68.20559501647949,69.46706771850586,69.36070919036865,69.29647922515869
46,98,2,57,29,2,0,0,0,20.3702449798584,18.09406280517578,18.270134925842285,19.005322456359863,18.94861459732056
1,90,4,97,45,1,0,1,1,12.167692184448242,9.760141372680664,9.988665580749512,10.170674324035645,9.972363710403444
52,182,4,25,13,3,0,1,0,37.52899169921875,35.01582145690918,36.960959434509284,36.48674488067628,36.54032945632935
26,210,5,24,20,4,0,0,0,25.38681030273437,23.79465103149414,24.348855018615726,24.415278434753414,24.37141537666321
8,188,1,21,21,3,1,0,1,2.891063690185547,2.3605823516845703,2.5807619094848637,2.6044130325317383,2.599060535430908
25,29,5,342,263,4,0,1,1,43.17283630371094,41.83745384216309,42.33801364898681,42.38135814666747,42.350411415100105
21,372,6,5,1,3,1,1,0,40.50731658935547,39.41488265991211,39.76249694824219,39.81781005859375,39.78198766708374
53,188,7,31,22,2,1,1,1,405.83205223083496,403.7101268768311,404.9351215362549,404.8180341720581,404.8297703266144
47,139,5,29,64,3,0,1,0,78.91225814819336,74.49054718017578,75.64270496368408,76.47786140441896,76.42197608947755
24,321,2,7,14,4,0,0,1,11.565685272216795,10.194540023803713,11.250853538513184,11.044883728027344,11.086076498031616
43,191,4,6,45,4,0,1,1,14.374732971191404,11.374950408935547,13.717293739318848,13.18833827972412,13.266712427139282
57,139,2,68,26,3,1,0,1,26.630163192749023,24.18708801269531,25.22492408752441,25.371074676513672,25.36168694496155
58,451,5,19,1,3,0,1,0,436.0854625701904,426.9399642944336,432.83212184906006,431.89291954040533,431.9879710674286
12,104,3,58,94,1,1,0,1,110.20565032958984,109.1306209564209,109.51614379882812,109.54205989837645,109.51054096221924
51,198,3,49,14,4,1,1,0,37.398338317871094,36.02147102355957,36.467432975769036,36.60459518432617,36.57826781272888
63,68,2,40,96,2,1,1,1,22.0639705657959,18.094301223754886,18.41437816619873,19.75107192993164,19.669055938720703
20,38,3,54,100,1,0,0,1,22.211313247680664,20.618677139282227,21.88587188720703,21.497344970703125,21.517932415008545
58,241,7,7,40,3,0,0,1,133.43620300292972,133.0850124359131,133.27038288116458,133.25467109680176,133.25318694114685
48,367,1,9,22,2,1,0,0,83.62674713134766,83.16183090209961,83.32383632659912,83.35061073303224,83.33969116210938
4,362,1,1,24,1,0,1,1,19.56033706665039,18.721342086791992,19.141554832458496,19.1601037979126,19.16491985321045
28,457,1,4,5,3,1,0,0,28.98693084716797,27.501583099365234,27.578353881835934,27.74794101715088,27.62386202812195
43,365,5,10,20,1,0,1,0,1071.9060897827146,1068.4800148010254,1069.328546524048,1069.8216199874878,1069.7287619113922
64,7,6,419,662,1,1,1,1,414.8263931274414,412.86683082580566,413.7624502182007,413.7721538543701,413.7535393238068
18,149,6,62,9,2,1,0,0,84.98644828796388,82.5483798980713,83.78195762634276,83.76395702362059,83.76309275627136
62,36,2,19,148,4,0,0,0,2.187728881835937,1.5795230865478516,2.0648241043090816,1.9672870635986328,1.9882023334503172
5,495,5,6,5,2,0,1,0,34.013748168945305,33.04052352905273,33.40435028076172,33.482789993286126,33.47170352935791
11,405,6,22,20,4,1,0,0,53.07888984680176,50.621986389160156,52.44040489196777,52.20685005187988,52.29595303535461
26,102,4,19,60,2,0,1,1,23.72336387634277,21.44312858581543,21.569132804870605,22.36030101776123,22.304564714431766
32,122,2,56,8,3,0,0,0,6.483078002929688,5.849123001098633,6.2149763107299805,6.210112571716309,6.221115589141847
43,232,6,15,23,3,0,1,0,90.54851531982422,86.12060546875,86.822509765625,87.90345191955566,87.7956748008728
61,253,4,5,17,4,1,0,0,24.46770668029785,21.63338661193848,21.93522453308105,22.487235069274906,22.346407175064087
32,355,6,15,18,2,1,0,1,351.0124683380127,349.0204811096192,349.8440980911255,349.849796295166,349.80812668800354
57,76,1,87,55,4,0,0,0,4.423856735229492,3.4091472625732417,3.5607814788818364,3.6724567413330083,3.611445426940918
46,69,4,59,45,3,1,1,0,22.099733352661133,21.067380905151367,21.773576736450195,21.57666683197021,21.574944257736206
36,333,3,29,22,4,1,0,0,49.57437515258789,46.62680625915527,46.97155952453613,47.62639999389648,47.50785231590271
29,409,3,16,16,1,1,0,1,390.6698226928711,387.8393173217773,389.33050632476807,389.27185535430914,389.2761766910553
36,44,5,174,62,2,0,1,1,68.09806823730469,66.96939468383789,67.6349401473999,67.61729717254639,67.63818860054015
41,207,3,18,42,3,1,0,1,38.14172744750977,33.45656394958496,33.70881080627441,34.94961261749268,34.737229347229004
48,506,4,11,16,4,0,1,1,84.81073379516602,84.48052406311034,84.68890190124513,84.67998504638672,84.68857407569884
18,288,7,31,13,3,1,1,0,105.9873104095459,103.83939743041992,104.74300384521484,104.8924207687378,104.88718748092651
31,123,5,3,39,1,1,0,1,71.48981094360352,71.06924057006836,71.30932807922362,71.29416465759276,71.29782438278198
12,127,5,22,51,3,0,1,0,12.970447540283205,11.939525604248047,12.578248977661133,12.437844276428224,12.433558702468872
31,419,7,5,22,4,0,1,1,71.06494903564453,65.64474105834961,69.90242004394531,68.53814125061035,68.58396530151367
