layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,128,227,11.0,3,96.0,4.0,0.0,0.0,1.0,,266.57962799072266,264.29224014282227,265.9149169921875,265.7576084136963,265.83802700042725,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,128,55,,96,,2.0,0.0,,,3.0,21.886825561523438,20.09296417236328,20.172715187072754,20.802927017211914,20.756185054779053,,,
3,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,128,27,5.0,96,256.0,1.0,1.0,0.0,1.0,,773.7455368041992,769.9627876281738,772.6330757141113,772.2561836242676,772.3566889762878,,,
4,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,128,27,,256,,2.0,0.0,,,3.0,13.175010681152344,12.658119201660156,12.729763984680176,12.777352333068848,12.742549180984497,,,
5,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,128,13,3.0,256,384.0,1.0,1.0,0.0,1.0,,252.52509117126465,249.05681610107422,250.0300407409668,250.20067691802979,250.05310773849487,,,
6,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,128,13,3.0,384,384.0,1.0,1.0,0.0,1.0,,374.2392063140869,372.64108657836914,373.2869625091553,373.3022928237915,373.2678294181824,,,
7,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,128,13,3.0,384,256.0,1.0,1.0,0.0,1.0,,256.65998458862305,255.35321235656738,255.84089756011963,255.8784008026123,255.84635138511658,,,
8,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,128,13,,256,,2.0,0.0,,,3.0,2.9296875,2.7823448181152344,2.843022346496582,2.8459548950195312,2.8434395790100098,,,
9,dense_1,<class 'keras.layers.core.Dense'>,128,1,,9216,4096.0,,,1.0,,,94.97642517089844,93.71185302734375,94.50781345367432,94.44775581359863,94.47365999221802,,,
10,dense_2,<class 'keras.layers.core.Dense'>,128,1,,4096,4096.0,,,1.0,,,43.56527328491211,42.22869873046875,42.845964431762695,42.77002811431885,42.73828864097595,,,
11,dense_3,<class 'keras.layers.core.Dense'>,128,1,,4096,1000.0,,,1.0,,,9.032964706420898,8.64267349243164,8.955955505371094,8.927178382873535,8.949518203735352,,,
