layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,16,227,11.0,3,96.0,4.0,0.0,0.0,1.0,,32.94682502746582,30.18498420715332,30.292272567749023,30.681729316711426,30.46068549156189,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,16,55,,96,,2.0,0.0,,,3.0,2.6171207427978516,2.4216175079345703,2.5289058685302734,2.5170326232910156,2.516448497772217,,,
3,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,16,27,5.0,96,256.0,1.0,1.0,0.0,1.0,,95.3376293182373,94.58017349243164,94.74778175354004,94.87502574920654,94.85405683517456,,,
4,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,16,27,,256,,2.0,0.0,,,3.0,1.5957355499267578,1.3580322265625,1.5163421630859375,1.499342918395996,1.504957675933838,,,
5,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,16,13,3.0,256,384.0,1.0,1.0,0.0,1.0,,32.38415718078613,31.964778900146484,32.16278553009033,32.15916156768799,32.15533494949341,,,
6,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,16,13,3.0,384,384.0,1.0,1.0,0.0,1.0,,48.555850982666016,47.77121543884277,47.95491695404053,48.00393581390381,47.96403646469116,,,
7,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,16,13,3.0,384,256.0,1.0,1.0,0.0,1.0,,32.86600112915039,32.488107681274414,32.64200687408447,32.66115188598633,32.65717625617981,,,
8,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,16,13,,256,,2.0,0.0,,,3.0,0.4279613494873047,0.3371238708496094,0.37109851837158203,0.3790855407714844,0.3782212734222412,,,
9,dense_1,<class 'keras.layers.core.Dense'>,16,1,,9216,4096.0,,,1.0,,,18.110275268554688,17.84968376159668,17.93825626373291,17.934846878051758,17.923563718795776,,,
10,dense_2,<class 'keras.layers.core.Dense'>,16,1,,4096,4096.0,,,1.0,,,9.88316535949707,7.976770401000977,8.129000663757324,8.274078369140625,8.110105991363525,,,
11,dense_3,<class 'keras.layers.core.Dense'>,16,1,,4096,1000.0,,,1.0,,,2.197742462158203,2.0341873168945312,2.1027326583862305,2.101755142211914,2.098202705383301,,,
