layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,64,227,11.0,3,96.0,4.0,0.0,0.0,1.0,,134.6278190612793,132.63368606567383,133.07225704193115,133.33148956298828,133.2566738128662,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,64,55,,96,,2.0,0.0,,,3.0,10.188579559326172,9.584665298461914,10.10894775390625,10.055875778198242,10.098189115524292,,,
3,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,64,27,5.0,96,256.0,1.0,1.0,0.0,1.0,,387.5398635864258,386.03758811950684,386.8337869644165,386.780309677124,386.77820563316345,,,
4,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,64,27,,256,,2.0,0.0,,,3.0,6.418943405151367,6.257057189941406,6.3811540603637695,6.350851058959961,6.3540637493133545,,,
5,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,256,384.0,1.0,1.0,0.0,1.0,,125.66542625427246,125.25224685668945,125.48720836639404,125.45948028564453,125.45964121818542,,,
6,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,384,384.0,1.0,1.0,0.0,1.0,,188.2648468017578,187.4408721923828,187.7650022506714,187.81650066375732,187.80741095542908,,,
7,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,384,256.0,1.0,1.0,0.0,1.0,,128.85808944702148,127.8383731842041,128.6245584487915,128.48827838897705,128.52329015731812,,,
8,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,64,13,,256,,2.0,0.0,,,3.0,1.5101432800292969,1.293182373046875,1.4336109161376953,1.4220714569091797,1.4271736145019531,,,
9,dense_1,<class 'keras.layers.core.Dense'>,64,1,,9216,4096.0,,,1.0,,,41.863441467285156,40.71187973022461,41.43381118774414,41.35739803314209,41.37483239173889,,,
10,dense_2,<class 'keras.layers.core.Dense'>,64,1,,4096,4096.0,,,1.0,,,19.039392471313477,18.402576446533203,18.84937286376953,18.80655288696289,18.82794499397278,,,
11,dense_3,<class 'keras.layers.core.Dense'>,64,1,,4096,1000.0,,,1.0,,,5.57708740234375,5.151510238647461,5.416631698608398,5.392956733703613,5.400121212005615,,,
