layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,block1_conv1,<class 'keras.layers.convolutional.Conv2D'>,2,224,3.0,3,64.0,1.0,1.0,0.0,1.0,,2.718210220336914,2.5713443756103516,2.6377439498901367,2.6437759399414062,2.6435256004333496,,,
2,block1_conv2,<class 'keras.layers.convolutional.Conv2D'>,2,224,3.0,64,64.0,1.0,1.0,0.0,1.0,,3.302335739135742,3.2165050506591797,3.2640695571899414,3.260183334350586,3.260374069213867,,,
3,block1_pool,<class 'keras.layers.pooling.MaxPooling2D'>,2,224,,64,,2.0,0.0,,,2.0,1.1582374572753906,1.0797977447509766,1.1088848114013672,1.1140823364257812,1.1128485202789307,,,
4,block2_conv1,<class 'keras.layers.convolutional.Conv2D'>,2,112,3.0,64,128.0,1.0,1.0,0.0,1.0,,1.730203628540039,1.585245132446289,1.653432846069336,1.6563177108764648,1.65596604347229,,,
5,block2_conv2,<class 'keras.layers.convolutional.Conv2D'>,2,112,3.0,128,128.0,1.0,1.0,0.0,1.0,,1.9235610961914062,1.7781257629394531,1.8210411071777344,1.8435478210449219,1.841723918914795,,,
6,block2_pool,<class 'keras.layers.pooling.MaxPooling2D'>,2,112,,128,,2.0,0.0,,,2.0,0.6744861602783203,0.5896091461181641,0.5980730056762695,0.6247758865356445,0.6229579448699951,,,
7,block3_conv1,<class 'keras.layers.convolutional.Conv2D'>,2,56,3.0,128,256.0,1.0,1.0,0.0,1.0,,1.163482666015625,1.0769367218017578,1.1022090911865234,1.1097908020019531,1.1071860790252686,,,
8,block3_conv2,<class 'keras.layers.convolutional.Conv2D'>,2,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,1.3861656188964844,1.31988525390625,1.3699531555175781,1.3573884963989258,1.3584792613983154,,,
9,block3_conv3,<class 'keras.layers.convolutional.Conv2D'>,2,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,1.3773441314697266,1.3222694396972656,1.3377666473388672,1.340627670288086,1.3383328914642334,,,
10,block3_conv4,<class 'keras.layers.convolutional.Conv2D'>,2,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,1.3821125030517578,1.283407211303711,1.3605356216430664,1.350092887878418,1.3544261455535889,,,
11,block3_pool,<class 'keras.layers.pooling.MaxPooling2D'>,2,56,,256,,2.0,0.0,,,2.0,0.507354736328125,0.44417381286621094,0.4960298538208008,0.48432350158691406,0.4864633083343506,,,
12,block4_conv1,<class 'keras.layers.convolutional.Conv2D'>,2,28,3.0,256,512.0,1.0,1.0,0.0,1.0,,0.8866786956787109,0.8678436279296875,0.8753538131713867,0.8767366409301758,0.8766055107116699,,,
13,block4_conv2,<class 'keras.layers.convolutional.Conv2D'>,2,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.1954307556152344,1.171112060546875,1.1868476867675781,1.18560791015625,1.1861920356750488,,,
14,block4_conv3,<class 'keras.layers.convolutional.Conv2D'>,2,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.2006759643554688,1.134634017944336,1.1712312698364258,1.1719703674316406,1.1730492115020752,,,
15,block4_conv4,<class 'keras.layers.convolutional.Conv2D'>,2,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.230478286743164,1.089334487915039,1.1712312698364258,1.163935661315918,1.164942979812622,,,
16,block4_pool,<class 'keras.layers.pooling.MaxPooling2D'>,2,28,,512,,2.0,0.0,,,2.0,0.3504753112792969,0.28014183044433594,0.31054019927978516,0.3121614456176758,0.3113746643066406,,,
17,block5_conv1,<class 'keras.layers.convolutional.Conv2D'>,2,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,0.7557868957519531,0.6837844848632812,0.7327795028686523,0.7228851318359375,0.7236599922180176,,,
18,block5_conv2,<class 'keras.layers.convolutional.Conv2D'>,2,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,0.7736682891845703,0.6577968597412109,0.7356405258178711,0.7169246673583984,0.7172226905822754,,,
19,block5_conv3,<class 'keras.layers.convolutional.Conv2D'>,2,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,0.7843971252441406,0.6244182586669922,0.6909370422363281,0.6858587265014648,0.6812214851379395,,,
20,block5_conv4,<class 'keras.layers.convolutional.Conv2D'>,2,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,0.7753372192382812,0.6575584411621094,0.7227659225463867,0.7137298583984375,0.713050365447998,,,
21,block5_pool,<class 'keras.layers.pooling.MaxPooling2D'>,2,14,,512,,2.0,0.0,,,2.0,0.23984909057617188,0.16307830810546875,0.2155303955078125,0.20804405212402344,0.20968914031982422,,,
22,fc1,<class 'keras.layers.core.Dense'>,2,1,,25088,4096.0,,,1.0,,,1.6293525695800781,1.5058517456054688,1.565694808959961,1.566934585571289,1.566767692565918,,,
23,fc2,<class 'keras.layers.core.Dense'>,2,1,,4096,4096.0,,,1.0,,,0.492095947265625,0.37169456481933594,0.43404102325439453,0.4338979721069336,0.4343986511230469,,,
24,predictions,<class 'keras.layers.core.Dense'>,2,1,,4096,1000.0,,,1.0,,,0.3750324249267578,0.23508071899414062,0.3123283386230469,0.3118753433227539,0.3135800361633301,,,
