layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,32,299,3.0,3,32.0,2.0,0.0,1.0,0.0,,8.811473846435547,8.769750595092773,8.790016174316406,8.7874174118042,8.786618709564209,,,
2,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,32,149,3.0,32,32.0,1.0,0.0,1.0,0.0,,10.073184967041016,9.966373443603516,10.017156600952148,10.017156600952148,10.01650094985962,,,
3,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,32,147,3.0,32,64.0,1.0,1.0,1.0,0.0,,18.890857696533203,18.75925064086914,18.80788803100586,18.809914588928223,18.806129693984985,,,
4,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,32,147,,64,,2.0,0.0,,,3.0,4.190921783447266,4.106998443603516,4.160046577453613,4.1550397872924805,4.156559705734253,,,
5,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,32,73,1.0,64,80.0,1.0,0.0,1.0,0.0,,5.756855010986328,5.686521530151367,5.727052688598633,5.719780921936035,5.719304084777832,,,
6,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,32,73,3.0,80,192.0,1.0,0.0,1.0,0.0,,14.770030975341797,14.654159545898438,14.690637588500977,14.696455001831055,14.692544937133789,,,
7,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,32,71,,192,,2.0,0.0,,,3.0,2.9497146606445312,2.859354019165039,2.909541130065918,2.907085418701172,2.9077231884002686,,,
8,conv2d_9,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,192,64.0,1.0,1.0,1.0,0.0,,1.4183521270751953,1.3668537139892578,1.3990402221679688,1.396036148071289,1.3968944549560547,,,
9,conv2d_7,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,192,48.0,1.0,1.0,0.0,0.0,,0.9584426879882812,0.8804798126220703,0.8987188339233398,0.9135723114013672,0.912100076675415,,,
10,conv2d_10,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,2.0685195922851562,1.96075439453125,2.032756805419922,2.0287513732910156,2.0322799682617188,,,
11,conv2d_6,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,192,64.0,1.0,1.0,0.0,0.0,,1.2035369873046875,1.1210441589355469,1.1614561080932617,1.159977912902832,1.1593997478485107,,,
12,conv2d_8,<class 'keras.layers.convolutional.Conv2D'>,32,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,1.5702247619628906,1.4712810516357422,1.5262365341186523,1.515793800354004,1.5145540237426758,,,
13,conv2d_11,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,2.098560333251953,2.008199691772461,2.0537376403808594,2.0578861236572266,2.0590126514434814,,,
14,conv2d_12,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,192,32.0,1.0,1.0,1.0,0.0,,0.9777545928955078,0.9186267852783203,0.9597539901733398,0.9536504745483398,0.9550154209136963,,,
15,conv2d_16,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,256,64.0,1.0,1.0,1.0,0.0,,1.556396484375,1.4760494232177734,1.5377998352050781,1.5270471572875977,1.5297532081604004,,,
16,conv2d_14,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,256,48.0,1.0,1.0,0.0,0.0,,1.0440349578857422,0.9226799011230469,0.9737014770507812,0.9707927703857422,0.9676516056060791,,,
17,conv2d_17,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,2.0644664764404297,1.9989013671875,2.0214319229125977,2.0278453826904297,2.026885747909546,,,
18,conv2d_13,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,256,64.0,1.0,1.0,0.0,0.0,,1.173257827758789,1.102447509765625,1.1305809020996094,1.137399673461914,1.1372864246368408,,,
19,conv2d_15,<class 'keras.layers.convolutional.Conv2D'>,32,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,1.5437602996826172,1.4650821685791016,1.520991325378418,1.5092849731445312,1.5105009078979492,,,
20,conv2d_18,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,2.1250247955322266,2.024412155151367,2.0856857299804688,2.080416679382324,2.081841230392456,,,
21,conv2d_19,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,256,64.0,1.0,1.0,1.0,0.0,,1.5249252319335938,1.4221668243408203,1.4841556549072266,1.4716386795043945,1.4711618423461914,,,
22,conv2d_23,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.5926361083984375,1.4815330505371094,1.5363693237304688,1.5276432037353516,1.525282859802246,,,
23,conv2d_21,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,288,48.0,1.0,1.0,0.0,0.0,,1.0480880737304688,0.9424686431884766,0.99945068359375,0.9963750839233398,0.9966492652893066,,,
24,conv2d_24,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,2.0377635955810547,1.931905746459961,2.007007598876953,1.997971534729004,2.001255750656128,,,
25,conv2d_20,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,288,64.0,1.0,1.0,0.0,0.0,,1.2366771697998047,1.1851787567138672,1.1979341506958008,1.2044906616210938,1.2028813362121582,,,
26,conv2d_22,<class 'keras.layers.convolutional.Conv2D'>,32,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,1.5871524810791016,1.4653205871582031,1.5066862106323242,1.5106201171875,1.506716012954712,,,
27,conv2d_25,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,2.1390914916992188,2.032041549682617,2.0428895950317383,2.054882049560547,2.047210931777954,,,
28,conv2d_26,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.5540122985839844,1.4767646789550781,1.522064208984375,1.5182018280029297,1.5189051628112793,,,
29,conv2d_28,<class 'keras.layers.convolutional.Conv2D'>,32,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.554727554321289,1.5001296997070312,1.5323162078857422,1.5318870544433594,1.5330016613006592,,,
30,conv2d_29,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,2.089977264404297,1.966238021850586,2.0520687103271484,2.0392894744873047,2.0420849323272705,,,
31,conv2d_27,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,288,384.0,2.0,0.0,0.0,0.0,,3.3037662506103516,3.247499465942383,3.2814741134643555,3.2794713973999023,3.280431032180786,,,
32,conv2d_30,<class 'keras.layers.convolutional.Conv2D'>,32,35,3.0,96,96.0,2.0,0.0,1.0,0.0,,0.9100437164306641,0.8220672607421875,0.8867979049682617,0.8801460266113281,0.8836686611175537,,,
33,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,32,35,,288,,2.0,0.0,,,3.0,1.2903213500976562,1.1301040649414062,1.2240409851074219,1.212000846862793,1.2124478816986084,,,
34,conv2d_35,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,128.0,1.0,1.0,1.0,0.0,,1.0657310485839844,0.9601116180419922,1.000046730041504,1.0013103485107422,0.9984076023101807,,,
35,conv2d_36,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,128,128.0,1.0,1.0,1.0,0.0,,1.5118122100830078,1.3854503631591797,1.479029655456543,1.4560222625732422,1.4578700065612793,,,
36,conv2d_32,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,128.0,1.0,1.0,0.0,0.0,,0.8697509765625,0.7507801055908203,0.8121728897094727,0.8098363876342773,0.8097290992736816,,,
37,conv2d_37,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,128,128.0,1.0,1.0,1.0,0.0,,0.7739067077636719,0.6659030914306641,0.6777048110961914,0.6972312927246094,0.6915628910064697,,,
38,conv2d_33,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,128,128.0,1.0,1.0,0.0,0.0,,0.7238388061523438,0.6802082061767578,0.7170438766479492,0.7091522216796875,0.7109344005584717,,,
39,conv2d_38,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,128,128.0,1.0,1.0,1.0,0.0,,1.5342235565185547,1.4095306396484375,1.4749765396118164,1.4742374420166016,1.474827527999878,,,
40,conv2d_31,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,1.1532306671142578,1.0783672332763672,1.093745231628418,1.1106014251708984,1.109302043914795,,,
41,conv2d_34,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,128,192.0,1.0,1.0,0.0,0.0,,2.021312713623047,1.9271373748779297,2.0072460174560547,1.9826650619506836,1.9847750663757324,,,
42,conv2d_39,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,128,192.0,1.0,1.0,0.0,0.0,,0.8654594421386719,0.8399486541748047,0.8616447448730469,0.8566856384277344,0.8576810359954834,,,
43,conv2d_40,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,1.3523101806640625,1.3015270233154297,1.3202428817749023,1.3225793838500977,1.3214945793151855,,,
44,conv2d_45,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,160.0,1.0,1.0,1.0,0.0,,1.2052059173583984,1.1947154998779297,1.1993646621704102,1.1993646621704102,1.1992156505584717,,,
45,conv2d_46,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,1.9617080688476562,1.8701553344726562,1.8860101699829102,1.9029855728149414,1.8997490406036377,,,
46,conv2d_42,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,160.0,1.0,1.0,0.0,0.0,,1.108407974243164,1.0097026824951172,1.1022090911865234,1.0895729064941406,1.0972023010253906,,,
47,conv2d_47,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,160.0,1.0,1.0,1.0,0.0,,0.9348392486572266,0.8349418640136719,0.8798837661743164,0.8817911148071289,0.8810162544250488,,,
48,conv2d_43,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,160.0,1.0,1.0,0.0,0.0,,0.8296966552734375,0.7648468017578125,0.8039474487304688,0.8011817932128906,0.802159309387207,,,
49,conv2d_48,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,1.9311904907226562,1.8796920776367188,1.8984079360961914,1.9031286239624023,1.902550458908081,,,
50,conv2d_41,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,1.2195110321044922,1.1467933654785156,1.1966228485107422,1.1897087097167969,1.1913478374481201,,,
51,conv2d_44,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,192.0,1.0,1.0,0.0,0.0,,2.2649765014648438,2.109527587890625,2.1854639053344727,2.1938085556030273,2.1954476833343506,,,
52,conv2d_49,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,192.0,1.0,1.0,0.0,0.0,,0.9195804595947266,0.8549690246582031,0.9086132049560547,0.8936643600463867,0.8952617645263672,,,
53,conv2d_50,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,1.424551010131836,1.3039112091064453,1.3875961303710938,1.3763904571533203,1.3794302940368652,,,
54,conv2d_55,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,160.0,1.0,1.0,1.0,0.0,,1.2638568878173828,1.146078109741211,1.2542009353637695,1.2237787246704102,1.2284815311431885,,,
55,conv2d_56,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,1.9881725311279297,1.8820762634277344,1.9515752792358398,1.9484996795654297,1.951843500137329,,,
56,conv2d_52,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,160.0,1.0,1.0,0.0,0.0,,1.1181831359863281,1.0654926300048828,1.1044740676879883,1.0984420776367188,1.100093126296997,,,
57,conv2d_57,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,160.0,1.0,1.0,1.0,0.0,,0.9310245513916016,0.8575916290283203,0.8912086486816406,0.8908748626708984,0.8900165557861328,,,
58,conv2d_53,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,160.0,1.0,1.0,0.0,0.0,,0.8409023284912109,0.8130073547363281,0.8329153060913086,0.8319377899169922,0.8331835269927979,,,
59,conv2d_58,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,1.9862651824951172,1.9767284393310547,1.9807815551757812,1.9810676574707031,1.9809603691101074,,,
60,conv2d_51,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,1.2218952178955078,1.1434555053710938,1.179814338684082,1.178121566772461,1.176983118057251,,,
61,conv2d_54,<class 'keras.layers.convolutional.Conv2D'>,32,17,7.0,160,192.0,1.0,1.0,0.0,0.0,,2.229928970336914,2.1224021911621094,2.1886825561523438,2.186870574951172,2.189546823501587,,,
62,conv2d_59,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,160,192.0,1.0,1.0,0.0,0.0,,0.8816719055175781,0.8051395416259766,0.8404254913330078,0.8477210998535156,0.8487999439239502,,,
63,conv2d_60,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,1.3785362243652344,1.3051033020019531,1.335740089416504,1.3386726379394531,1.337885856628418,,,
64,conv2d_65,<class 'keras.layers.convolutional.Conv2D'>,32,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,1.3892650604248047,1.3267993927001953,1.3613700866699219,1.360154151916504,1.3606846332550049,,,
