layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,block1_conv1,<class 'keras.layers.convolutional.Conv2D'>,8,224,3.0,3,64.0,1.0,1.0,0.0,1.0,,56.14304542541504,55.80258369445801,55.94229698181152,55.95505237579346,55.95061182975769,,,
2,block1_conv2,<class 'keras.layers.convolutional.Conv2D'>,8,224,3.0,64,64.0,1.0,1.0,0.0,1.0,,244.1544532775879,242.97189712524414,243.50333213806152,243.56625080108643,243.56701970100403,,,
3,block1_pool,<class 'keras.layers.pooling.MaxPooling2D'>,8,224,,64,,2.0,0.0,,,2.0,14.829397201538086,14.192342758178711,14.35708999633789,14.386796951293945,14.355778694152832,,,
4,block2_conv1,<class 'keras.layers.convolutional.Conv2D'>,8,112,3.0,64,128.0,1.0,1.0,0.0,1.0,,112.4424934387207,111.57846450805664,111.94705963134766,111.9659423828125,111.95480823516846,,,
5,block2_conv2,<class 'keras.layers.convolutional.Conv2D'>,8,112,3.0,128,128.0,1.0,1.0,0.0,1.0,,213.45996856689453,211.88712120056152,212.7169370651245,212.7164363861084,212.7271592617035,,,
6,block2_pool,<class 'keras.layers.pooling.MaxPooling2D'>,8,112,,128,,2.0,0.0,,,2.0,7.364034652709961,7.076263427734375,7.251501083374023,7.238554954528809,7.243156433105469,,,
7,block3_conv1,<class 'keras.layers.convolutional.Conv2D'>,8,56,3.0,128,256.0,1.0,1.0,0.0,1.0,,99.43747520446777,98.3281135559082,98.5649824142456,98.62699508666992,98.5630452632904,,,
8,block3_conv2,<class 'keras.layers.convolutional.Conv2D'>,8,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,197.3276138305664,196.27976417541504,196.8308687210083,196.78187370300293,196.77641987800598,,,
9,block3_conv3,<class 'keras.layers.convolutional.Conv2D'>,8,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,201.28870010375977,196.56682014465332,197.37303256988525,198.28801155090332,198.12807440757751,,,
10,block3_pool,<class 'keras.layers.pooling.MaxPooling2D'>,8,56,,256,,2.0,0.0,,,2.0,3.723621368408203,3.504037857055664,3.678441047668457,3.6646604537963867,3.6773681640625,,,
11,block4_conv1,<class 'keras.layers.convolutional.Conv2D'>,8,28,3.0,256,512.0,1.0,1.0,0.0,1.0,,97.01037406921387,96.47345542907715,96.7174768447876,96.7153549194336,96.70871496200562,,,
12,block4_conv2,<class 'keras.layers.convolutional.Conv2D'>,8,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,194.10967826843262,193.1304931640625,193.42947006225586,193.55440139770508,193.53798031806946,,,
13,block4_conv3,<class 'keras.layers.convolutional.Conv2D'>,8,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,194.60582733154297,193.28904151916504,193.780779838562,193.7546968460083,193.70651245117188,,,
14,block4_pool,<class 'keras.layers.pooling.MaxPooling2D'>,8,28,,512,,2.0,0.0,,,2.0,2.002239227294922,1.6434192657470703,1.8945932388305664,1.8638372421264648,1.874089241027832,,,
15,block5_conv1,<class 'keras.layers.convolutional.Conv2D'>,8,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,53.85589599609375,49.75271224975586,50.00412464141846,50.357890129089355,49.99628663063049,,,
16,block5_conv2,<class 'keras.layers.convolutional.Conv2D'>,8,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,50.20928382873535,49.67927932739258,49.90577697753906,49.91307258605957,49.90527033805847,,,
17,block5_conv3,<class 'keras.layers.convolutional.Conv2D'>,8,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,50.194501876831055,49.84235763549805,49.97122287750244,49.981093406677246,49.97175931930542,,,
18,block5_pool,<class 'keras.layers.pooling.MaxPooling2D'>,8,14,,512,,2.0,0.0,,,2.0,0.5083084106445312,0.35071372985839844,0.4545450210571289,0.44782161712646484,0.45239925384521484,,,
19,fc1,<class 'keras.layers.core.Dense'>,8,1,,25088,4096.0,,,1.0,,,41.40448570251465,40.946006774902344,41.09084606170654,41.10517501831055,41.08765721321106,,,
20,fc2,<class 'keras.layers.core.Dense'>,8,1,,4096,4096.0,,,1.0,,,7.231712341308594,7.043600082397461,7.110357284545898,7.126188278198242,7.123321294784546,,,
21,predictions,<class 'keras.layers.core.Dense'>,8,1,,4096,1000.0,,,1.0,,,2.1631717681884766,1.76239013671875,1.864790916442871,1.8839359283447266,1.8642246723175049,,,
