layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,block1_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,3,64.0,1.0,1.0,0.0,1.0,,111.91082000732422,111.21702194213867,111.57369613647461,111.58878803253174,111.59500479698181,,,
2,block1_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,64,64.0,1.0,1.0,0.0,1.0,,488.344669342041,485.9340190887451,487.241268157959,487.037992477417,487.012654542923,,,
3,block1_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,224,,64,,2.0,0.0,,,2.0,30.65776824951172,30.358314514160156,30.50410747528076,30.51753044128418,30.51990270614624,,,
4,block2_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,64,128.0,1.0,1.0,0.0,1.0,,224.38549995422363,223.08635711669922,223.83856773376465,223.79579544067383,223.81076216697693,,,
5,block2_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,128,128.0,1.0,1.0,0.0,1.0,,425.64845085144043,423.4476089477539,424.2929220199585,424.493932723999,424.4804084300995,,,
6,block2_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,112,,128,,2.0,0.0,,,2.0,14.395475387573242,14.122962951660156,14.31262493133545,14.288830757141113,14.296233654022217,,,
7,block3_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,128,256.0,1.0,1.0,0.0,1.0,,207.80181884765625,195.84894180297852,205.1328420639038,201.83982849121094,201.84344053268433,,,
8,block3_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,403.059720993042,393.2504653930664,402.17721462249756,401.46002769470215,402.28626132011414,,,
9,block3_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,402.8141498565674,391.4313316345215,392.92073249816895,396.2804317474365,396.06985449790955,,,
10,block3_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,56,,256,,2.0,0.0,,,2.0,7.246971130371094,7.0648193359375,7.159948348999023,7.167410850524902,7.170289754867554,,,
11,block4_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,256,512.0,1.0,1.0,0.0,1.0,,196.35009765625,192.03519821166992,193.09306144714355,193.24288368225098,193.00544261932373,,,
12,block4_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,387.378454208374,384.9799633026123,386.31224632263184,386.3726615905762,386.4210247993469,,,
13,block4_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,387.423038482666,384.8273754119873,385.8379125595093,385.7902765274048,385.7065439224243,,,
14,block4_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,28,,512,,2.0,0.0,,,2.0,4.050016403198242,3.4339427947998047,3.566861152648926,3.598475456237793,3.5625994205474854,,,
15,block5_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,99.15852546691895,97.4125862121582,98.16741943359375,98.13320636749268,98.0951189994812,,,
16,block5_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,98.54602813720703,97.79119491577148,98.2205867767334,98.19998741149902,98.20783138275146,,,
17,block5_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,98.46377372741699,97.66173362731934,97.94938564300537,98.0034351348877,97.98860549926758,,,
18,block5_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,14,,512,,2.0,0.0,,,2.0,0.9505748748779297,0.8549690246582031,0.895380973815918,0.9019374847412109,0.9017288684844971,,,
19,fc1,<class 'keras.layers.core.Dense'>,16,1,,25088,4096.0,,,1.0,,,48.56061935424805,46.518564224243164,46.93281650543213,47.01347351074219,46.88194394111633,,,
20,fc2,<class 'keras.layers.core.Dense'>,16,1,,4096,4096.0,,,1.0,,,8.130073547363281,7.935523986816406,8.016824722290039,8.029532432556152,8.02871584892273,,,
21,predictions,<class 'keras.layers.core.Dense'>,16,1,,4096,1000.0,,,1.0,,,2.1219253540039062,1.9688606262207031,2.03859806060791,2.0457983016967773,2.0458996295928955,,,
