epochs,avg_loss,test_loss,mean_ree,mean_abse,re_min,abs_min
0.0,0.37302512235571705,0.16013896465301514,0.43357538296076226,10.061239694345948,0.43357538296076226,10.061239694345948
1.0,0.11051715287282882,0.07444988191127777,0.2572372808987718,6.818322963648962,0.2572372808987718,6.818322963648962
2.0,0.07370371165833486,0.06897778064012527,0.23892397227274478,5.752022991864937,0.23892397227274478,5.752022991864937
3.0,0.059372684422887234,0.05491841584444046,0.2263441580403638,5.861645639576144,0.2263441580403638,5.861645639576144
4.0,0.051950148352757214,0.04619630053639412,0.22123707344574373,4.684362372204253,0.22123707344574373,4.684362372204253
5.0,0.04526187854408672,0.03729195520281792,0.1698981656127961,4.049677988099597,0.1698981656127961,4.049677988099597
6.0,0.041629395340407604,0.04832625761628151,0.21450943139372616,4.729138323255099,0.1698981656127961,4.049677988099597
7.0,0.03955699274592247,0.03414856269955635,0.1553301610172799,3.9495102600005416,0.1553301610172799,3.9495102600005416
8.0,0.03635085764352972,0.03322543203830719,0.15363033857397168,3.816007581604471,0.15363033857397168,3.816007581604471
9.0,0.03473727592016813,0.028536822646856308,0.1397954260411593,3.587048151682534,0.1397954260411593,3.587048151682534
10.0,0.03301609376312611,0.026334283873438835,0.13954325995057723,3.6355541967948,0.13954325995057723,3.6355541967948
11.0,0.03244669264832841,0.02905283123254776,0.14753877070756152,3.6646903948659038,0.13954325995057723,3.6355541967948
12.0,0.031807415595983025,0.03027336113154888,0.1465602082217381,3.5264478677402713,0.13954325995057723,3.6355541967948
13.0,0.030968469715723188,0.027829891070723534,0.13611166795591265,4.19651289009546,0.13611166795591265,4.19651289009546
14.0,0.030458011567401917,0.022921975702047348,0.1262843258729935,3.1326317606263934,0.1262843258729935,3.1326317606263934
15.0,0.029118923243932043,0.024017155170440674,0.13452149182757475,3.1963139191451706,0.1262843258729935,3.1326317606263934
16.0,0.029047528588276014,0.0300309881567955,0.14734035098233225,3.5561117022964304,0.1262843258729935,3.1326317606263934
17.0,0.02801919756780705,0.028912926092743874,0.14456905055124528,3.92544376219832,0.1262843258729935,3.1326317606263934
18.0,0.027078284791771184,0.024796919897198677,0.1314932379514973,3.2341578337243733,0.1262843258729935,3.1326317606263934
19.0,0.027034257993211033,0.02509993687272072,0.13049386745795688,3.161264040675979,0.1262843258729935,3.1326317606263934
20.0,0.026470712227729825,0.026326248422265053,0.1530268761093011,3.1273706217295865,0.1262843258729935,3.1326317606263934
21.0,0.026527290525326923,0.027112144976854324,0.14510893838581562,3.8404469114302944,0.1262843258729935,3.1326317606263934
22.0,0.025905037918545194,0.025070875883102417,0.13589324762019356,3.6647422954255306,0.1262843258729935,3.1326317606263934
23.0,0.025697176923576946,0.02432738058269024,0.1332952254670478,3.3205534910981025,0.1262843258729935,3.1326317606263934
24.0,0.024953310890378614,0.025617970153689384,0.1266974054385473,3.4397910589392864,0.1262843258729935,3.1326317606263934
25.0,0.024529831216651813,0.02414153888821602,0.13894920968725982,3.267440320298323,0.1262843258729935,3.1326317606263934
26.0,0.023992015382571216,0.022810058668255806,0.1266135782437999,3.030794900096245,0.1262843258729935,3.1326317606263934
27.0,0.02338875594193037,0.023679746314883232,0.12623254267005346,3.486551984567825,0.12623254267005346,3.486551984567825
28.0,0.025141492828222787,0.026042014360427856,0.13443204613321366,3.4288359970855913,0.12623254267005346,3.486551984567825
29.0,0.023164329435710375,0.023208582773804665,0.1338873494253272,3.282698084230088,0.12623254267005346,3.486551984567825
30.0,0.024054153098757147,0.020052187144756317,0.11833603706612018,2.9362806209634487,0.11833603706612018,2.9362806209634487
31.0,0.023439783492283928,0.02299727499485016,0.12894690567623804,3.1138105010641746,0.11833603706612018,2.9362806209634487
32.0,0.02307797629399807,0.021810494363307953,0.11994188020881709,2.9937892193080877,0.11833603706612018,2.9362806209634487
33.0,0.02297866605801112,0.020104743540287018,0.1255155462425563,2.9296547472149066,0.11833603706612018,2.9362806209634487
34.0,0.022851526810424988,0.019439121708273888,0.1149205744680115,2.7932897598016355,0.1149205744680115,2.7932897598016355
35.0,0.022693951396268175,0.019917916506528854,0.11548106134194734,2.7674751484613465,0.1149205744680115,2.7932897598016355
36.0,0.022512740607099284,0.01859179511666298,0.1159964198966694,2.7528426604858516,0.1149205744680115,2.7932897598016355
37.0,0.02220410174627192,0.02102711983025074,0.12187678840654746,2.9833001502619836,0.1149205744680115,2.7932897598016355
38.0,0.0225075974028687,0.02154075913131237,0.11884110051513723,2.9179142606311452,0.1149205744680115,2.7932897598016355
39.0,0.02259393623081704,0.02240043692290783,0.12213206438925155,2.9855133242104785,0.1149205744680115,2.7932897598016355
40.0,0.021635626871785787,0.031609661877155304,0.15153972339146113,4.213177071096218,0.1149205744680115,2.7932897598016355
41.0,0.021771987294012078,0.020339135080575943,0.11728633438606331,3.2372054645546102,0.1149205744680115,2.7932897598016355
42.0,0.022408991161618083,0.024498259648680687,0.1400946017441304,3.266581399385262,0.1149205744680115,2.7932897598016355
43.0,0.021998077867658176,0.021508652716875076,0.11983449447972594,3.1265273670326663,0.1149205744680115,2.7932897598016355
44.0,0.021018185737922475,0.023123126477003098,0.1338691662159161,3.232873543073032,0.1149205744680115,2.7932897598016355
45.0,0.021416018858306827,0.021924549713730812,0.12260473089107433,3.071713195537288,0.1149205744680115,2.7932897598016355
46.0,0.021654068880545933,0.021398158743977547,0.12323544309906057,3.0594569137526717,0.1149205744680115,2.7932897598016355
47.0,0.021080719240663574,0.021023713052272797,0.123454984359257,3.109202667725017,0.1149205744680115,2.7932897598016355
48.0,0.021163260382029755,0.021684221923351288,0.1270609872702684,3.01727865925191,0.1149205744680115,2.7932897598016355
49.0,0.02130740399640972,0.02091803029179573,0.11832170702334123,2.8829574019944912,0.1149205744680115,2.7932897598016355
50.0,0.021180504514159842,0.01732652820646763,0.10504721216556909,2.541770843044892,0.10504721216556909,2.541770843044892
51.0,0.020041991505342818,0.019180625677108765,0.12449788775873824,2.7837961396054522,0.10504721216556909,2.541770843044892
52.0,0.020483262205268252,0.02355267107486725,0.1417847156543685,3.0952426033434715,0.10504721216556909,2.541770843044892
53.0,0.020756274342564152,0.017270995303988457,0.10976467477780542,2.6654119519149813,0.10504721216556909,2.541770843044892
54.0,0.0203833916161543,0.018772147595882416,0.1171533697564379,2.8951872041637863,0.10504721216556909,2.541770843044892
55.0,0.019923815782943,0.01902092806994915,0.1088948062412233,2.8730187501149502,0.10504721216556909,2.541770843044892
56.0,0.02096172789591867,0.017630890011787415,0.11268728270524948,2.7584957599723356,0.10504721216556909,2.541770843044892
57.0,0.01968893911212789,0.01774139516055584,0.1086688704522899,2.591231526126204,0.10504721216556909,2.541770843044892
58.0,0.020311464049889157,0.01776677928864956,0.1111118773153838,2.616190525596381,0.10504721216556909,2.541770843044892
59.0,0.019523761684664104,0.01863221451640129,0.11556497619242836,2.6469748976943515,0.10504721216556909,2.541770843044892
60.0,0.02023148583333387,0.019432075321674347,0.12130321300928995,2.903625817035324,0.10504721216556909,2.541770843044892
61.0,0.019797697857403675,0.019261306151747704,0.11162293793386226,2.7653211625421443,0.10504721216556909,2.541770843044892
62.0,0.020085000472187562,0.019604139029979706,0.10628283492928772,2.9717001919285324,0.10504721216556909,2.541770843044892
63.0,0.01984384717927118,0.019038239493966103,0.1122248458960226,2.8271480215984264,0.10504721216556909,2.541770843044892
64.0,0.020232883631038916,0.019501162692904472,0.11188931041208233,2.7181693095163144,0.10504721216556909,2.541770843044892
65.0,0.019209546704437752,0.020065268501639366,0.11003139493161333,2.8453879897479153,0.10504721216556909,2.541770843044892
66.0,0.020632673029394533,0.018174681812524796,0.10709239347759128,2.770030723135396,0.10504721216556909,2.541770843044892
67.0,0.020155692687581602,0.01975286193192005,0.11142856703494719,2.8361906986560648,0.10504721216556909,2.541770843044892
68.0,0.02027895459241252,0.019640618935227394,0.11743989280408826,2.9787930115330075,0.10504721216556909,2.541770843044892
