layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv1,<class 'keras.layers.convolutional.Conv2D'>,4,230,7.0,3,64.0,2.0,0.0,1.0,1.0,,1.7218589782714844,1.5919208526611328,1.630544662475586,1.6443729400634766,1.6412436962127686,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,4,114,,64,,2.0,0.0,,,3.0,0.5829334259033203,0.4665851593017578,0.4978179931640625,0.5137920379638672,0.5110502243041992,,,
3,res2a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,64.0,1.0,0.0,1.0,1.0,,0.6494522094726562,0.5404949188232422,0.5974769592285156,0.5979776382446289,0.5987286567687988,,,
4,res2a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.7216930389404297,0.6551742553710938,0.6749629974365234,0.6801128387451172,0.678032636642456,,,
5,res2a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,0.0,1.0,,1.5289783477783203,1.4641284942626953,1.5108585357666016,1.505446434020996,1.5076696872711182,,,
6,res2a_branch1,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,1.6450881958007812,1.5420913696289062,1.5730857849121094,1.5926361083984375,1.592397689819336,,,
7,res2b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,0.7829666137695312,0.6380081176757812,0.687718391418457,0.6997585296630859,0.6970763206481934,,,
8,res2b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.7421970367431641,0.6167888641357422,0.6797313690185547,0.6741046905517578,0.672757625579834,,,
9,res2b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,1.6417503356933594,1.5354156494140625,1.5718936920166016,1.5828847885131836,1.5814602375030518,,,
10,res2c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,0.7505416870117188,0.6258487701416016,0.6883144378662109,0.6892204284667969,0.689476728439331,,,
11,res2c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.7414817810058594,0.6139278411865234,0.6784200668334961,0.6733179092407227,0.6722211837768555,,,
12,res2c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,1.6460418701171875,1.5826225280761719,1.6208887100219727,1.6191959381103516,1.6204118728637695,,,
13,res3a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,128.0,2.0,0.0,1.0,1.0,,0.5388259887695312,0.5009174346923828,0.5162954330444336,0.5177021026611328,0.5171597003936768,,,
14,res3a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,0.5967617034912109,0.46253204345703125,0.5106925964355469,0.5210161209106445,0.5188584327697754,,,
15,res3a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,128,512.0,1.0,0.0,0.0,1.0,,0.9562969207763672,0.8745193481445312,0.9008646011352539,0.9072065353393555,0.905156135559082,,,
16,res3a_branch1,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,512.0,2.0,0.0,1.0,1.0,,1.1432170867919922,1.0247230529785156,1.0771751403808594,1.081228256225586,1.080542802810669,,,
17,res3b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,0.5352497100830078,0.4432201385498047,0.5164146423339844,0.5064010620117188,0.5106925964355469,,,
18,res3b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,0.5941390991210938,0.4718303680419922,0.5269050598144531,0.5300760269165039,0.5293488502502441,,,
19,res3b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,128,512.0,1.0,0.0,1.0,1.0,,1.0137557983398438,0.9891986846923828,0.9940862655639648,0.9986162185668945,0.9979009628295898,,,
20,res3c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,0.5762577056884766,0.4341602325439453,0.5292892456054688,0.5145788192749023,0.5169212818145752,,,
21,res3c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,0.5843639373779297,0.4801750183105469,0.5458593368530273,0.5439281463623047,0.5468428134918213,,,
22,res3c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,128,512.0,1.0,0.0,1.0,1.0,,0.9860992431640625,0.9710788726806641,0.9759664535522461,0.9765625,0.9760558605194092,,,
23,res3d_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,0.5502700805664062,0.4830360412597656,0.5086660385131836,0.5129098892211914,0.5119740962982178,,,
24,res3d_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,0.5729198455810547,0.4527568817138672,0.5432367324829102,0.5377054214477539,0.5439221858978271,,,
