layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv1,<class 'keras.layers.convolutional.Conv2D'>,1,230,7.0,3,64.0,2.0,0.0,1.0,1.0,,0.6730556488037109,0.5671977996826172,0.6153583526611328,0.6151914596557617,0.6139576435089111,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,1,114,,64,,2.0,0.0,,,3.0,0.33855438232421875,0.20360946655273438,0.2655982971191406,0.2707958221435547,0.2707242965698242,,,
3,res2a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,64.0,1.0,0.0,1.0,1.0,,0.43582916259765625,0.30875205993652344,0.35393238067626953,0.35393238067626953,0.34934282302856445,,,
4,res2a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.4582405090332031,0.36263465881347656,0.3898143768310547,0.3969430923461914,0.3935694694519043,,,
5,res2a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,0.0,1.0,,0.6110668182373047,0.5545616149902344,0.5638599395751953,0.5713701248168945,0.5685091018676758,,,
6,res2a_branch1,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,0.5908012390136719,0.5595684051513672,0.5725622177124023,0.5735158920288086,0.5730986595153809,,,
7,res2b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,0.446319580078125,0.31447410583496094,0.370025634765625,0.3696441650390625,0.3669559955596924,,,
8,res2b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.4296302795410156,0.3123283386230469,0.37419795989990234,0.3736257553100586,0.37428736686706543,,,
9,res2b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,0.5822181701660156,0.5640983581542969,0.5789995193481445,0.5775928497314453,0.5787014961242676,,,
10,res2c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,0.40149688720703125,0.36835670471191406,0.38802623748779297,0.3854036331176758,0.38552284240722656,,,
11,res2c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,0.457763671875,0.34165382385253906,0.4000663757324219,0.4012584686279297,0.4016458988189697,,,
12,res2c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,0.6191730499267578,0.5402565002441406,0.5619525909423828,0.56915283203125,0.5665123462677002,,,
13,res3a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,128.0,2.0,0.0,1.0,1.0,,0.4112720489501953,0.2727508544921875,0.37491321563720703,0.3598213195800781,0.3642737865447998,,,
