layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv1,<class 'keras.layers.convolutional.Conv2D'>,128,230,7.0,3,64.0,2.0,0.0,1.0,1.0,,43.161869049072266,43.024539947509766,43.076276779174805,43.08295249938965,43.08038949966431,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,128,114,,64,,2.0,0.0,,,3.0,9.594917297363281,9.421348571777344,9.51087474822998,9.508037567138672,9.508013725280762,,,
3,res2a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,64,64.0,1.0,0.0,1.0,1.0,,11.143922805786133,11.02900505065918,11.072039604187012,11.086726188659668,11.086791753768921,,,
4,res2a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,128,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,12.560367584228516,12.362957000732422,12.450695037841797,12.452554702758789,12.45027780532837,,,
5,res2a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,64,256.0,1.0,0.0,0.0,1.0,,39.3829345703125,39.24131393432617,39.336323738098145,39.319753646850586,39.3216609954834,,,
6,res2a_branch1,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,41.91017150878906,41.754722595214844,41.80800914764404,41.8079137802124,41.801780462265015,,,
7,res2b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,13.996362686157227,13.908863067626953,13.975977897644043,13.967752456665039,13.971537351608276,,,
8,res2b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,128,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,12.470483779907227,12.360572814941406,12.38107681274414,12.405204772949219,12.402623891830444,,,
9,res2b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,41.84532165527344,41.7325496673584,41.800618171691895,41.79880619049072,41.801273822784424,,,
10,res2c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,128,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,13.991355895996094,13.899564743041992,13.970136642456055,13.957858085632324,13.960957527160645,,,
