layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,64,227,11.0,3,96.0,4.0,0.0,0.0,1.0,,8.944511413574219,8.887767791748047,8.922815322875977,8.91866683959961,8.919298648834229,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,64,55,,96,,2.0,0.0,,,3.0,1.9195079803466797,1.7993450164794922,1.8364191055297852,1.8488168716430664,1.8461644649505615,,,
3,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,64,27,5.0,96,256.0,1.0,1.0,0.0,1.0,,5.845546722412109,5.786895751953125,5.818724632263184,5.817937850952148,5.818367004394531,,,
4,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,64,27,,256,,2.0,0.0,,,3.0,1.2826919555664062,1.1792182922363281,1.2226104736328125,1.228952407836914,1.2284517288208008,,,
5,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,256,384.0,1.0,1.0,0.0,1.0,,2.940654754638672,2.7818679809570312,2.840876579284668,2.8547286987304688,2.853095531463623,,,
6,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,384,384.0,1.0,1.0,0.0,1.0,,3.4761428833007812,3.3571720123291016,3.4116506576538086,3.412938117980957,3.412008285522461,,,
7,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,64,13,3.0,384,256.0,1.0,1.0,0.0,1.0,,2.4595260620117188,2.3772716522216797,2.4187564849853516,2.4164915084838867,2.4160146713256836,,,
8,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,64,13,,256,,2.0,0.0,,,3.0,0.5369186401367188,0.45418739318847656,0.4826784133911133,0.48847198486328125,0.48670172691345215,,,
9,dense_1,<class 'keras.layers.core.Dense'>,64,1,,9216,4096.0,,,1.0,,,0.8893013000488281,0.8342266082763672,0.8473396301269531,0.8529424667358398,0.8507370948791504,,,
10,dense_2,<class 'keras.layers.core.Dense'>,64,1,,4096,4096.0,,,1.0,,,0.5571842193603516,0.49376487731933594,0.4990100860595703,0.5116462707519531,0.5081892013549805,,,
11,dense_3,<class 'keras.layers.core.Dense'>,64,1,,4096,1000.0,,,1.0,,,0.3838539123535156,0.2541542053222656,0.30231475830078125,0.3132343292236328,0.31179189682006836,,,
