layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,4,227,11.0,3,96.0,4.0,0.0,0.0,1.0,,0.9241104125976562,0.8268356323242188,0.8765459060668945,0.8767604827880859,0.877082347869873,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,4,55,,96,,2.0,0.0,,,3.0,0.4298686981201172,0.27751922607421875,0.3248453140258789,0.3307819366455078,0.3250539302825928,,,
3,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,4,27,5.0,96,256.0,1.0,1.0,0.0,1.0,,1.089334487915039,0.9725093841552734,1.0260343551635742,1.0297536849975586,1.0294616222381592,,,
4,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,4,27,,256,,2.0,0.0,,,3.0,0.3299713134765625,0.2467632293701172,0.2665519714355469,0.2710103988647461,0.26667118072509766,,,
5,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,4,13,3.0,256,384.0,1.0,1.0,0.0,1.0,,0.5462169647216797,0.5028247833251953,0.522613525390625,0.5253791809082031,0.5255937576293945,,,
6,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,4,13,3.0,384,384.0,1.0,1.0,0.0,1.0,,0.7371902465820312,0.5655288696289062,0.6097555160522461,0.6286382675170898,0.6229579448699951,,,
7,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,4,13,3.0,384,256.0,1.0,1.0,0.0,1.0,,0.5567073822021484,0.4506111145019531,0.5040168762207031,0.5074501037597656,0.5083978176116943,,,
8,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,4,13,,256,,2.0,0.0,,,3.0,0.3364086151123047,0.1804828643798828,0.2282857894897461,0.23756027221679688,0.23233890533447266,,,
9,dense_1,<class 'keras.layers.core.Dense'>,4,1,,9216,4096.0,,,1.0,,,0.7054805755615234,0.6616115570068359,0.7005929946899414,0.6956577301025391,0.6986856460571289,,,
10,dense_2,<class 'keras.layers.core.Dense'>,4,1,,4096,4096.0,,,1.0,,,0.4363059997558594,0.35381317138671875,0.4000663757324219,0.3924846649169922,0.39184093475341797,,,
11,dense_3,<class 'keras.layers.core.Dense'>,4,1,,4096,1000.0,,,1.0,,,0.30303001403808594,0.20432472229003906,0.27370452880859375,0.2681732177734375,0.27179718017578125,,,
