layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,64,299,3.0,3,32.0,2.0,0.0,1.0,0.0,,163.38872909545898,162.35899925231934,163.02084922790527,162.92545795440674,162.93835639953613,,,
2,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,64,149,3.0,32,32.0,1.0,0.0,1.0,0.0,,289.51263427734375,288.68865966796875,289.14380073547363,289.1120195388794,289.1148626804352,,,
3,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,64,147,3.0,32,64.0,1.0,1.0,1.0,0.0,,510.2052688598633,508.4412097930908,509.5033645629883,509.3780279159546,509.391725063324,,,
4,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,64,147,,64,,2.0,0.0,,,3.0,53.42864990234375,53.20096015930176,53.23684215545654,53.264403343200684,53.251802921295166,,,
5,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,64,73,1.0,64,80.0,1.0,0.0,1.0,0.0,,63.12990188598633,62.45589256286621,62.89100646972656,62.845706939697266,62.858909368515015,,,
6,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,64,73,3.0,80,192.0,1.0,0.0,1.0,0.0,,671.4470386505127,668.9577102661133,670.384407043457,670.34010887146,670.3745424747467,,,
7,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,64,71,,192,,2.0,0.0,,,3.0,37.535905838012695,37.247657775878906,37.319302558898926,37.34617233276367,37.33476996421814,,,
8,conv2d_9,<class 'keras.layers.convolutional.Conv2D'>,64,35,1.0,192,64.0,1.0,1.0,1.0,0.0,,16.6473388671875,16.260623931884766,16.460180282592773,16.44113063812256,16.437917947769165,,,
9,conv2d_7,<class 'keras.layers.convolutional.Conv2D'>,64,35,1.0,192,48.0,1.0,1.0,0.0,0.0,,10.76650619506836,10.355710983276367,10.502934455871582,10.520219802856445,10.509997606277466,,,
10,conv2d_10,<class 'keras.layers.convolutional.Conv2D'>,64,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,66.26152992248535,65.85812568664551,66.08867645263672,66.07458591461182,66.07827544212341,,,
11,conv2d_6,<class 'keras.layers.convolutional.Conv2D'>,64,35,1.0,192,64.0,1.0,1.0,0.0,0.0,,13.729572296142578,13.454675674438477,13.620138168334961,13.600564002990723,13.602674007415771,,,
