layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv2d_1,<class 'keras.layers.convolutional.Conv2D'>,4,299,3.0,3,32.0,2.0,0.0,1.0,0.0,,8.725881576538086,8.22138786315918,8.30221176147461,8.349418640136719,8.31836462020874,,,
2,conv2d_2,<class 'keras.layers.convolutional.Conv2D'>,4,149,3.0,32,32.0,1.0,0.0,1.0,0.0,,16.434669494628906,16.07990264892578,16.181230545043945,16.20807647705078,16.19577407836914,,,
3,conv2d_3,<class 'keras.layers.convolutional.Conv2D'>,4,147,3.0,32,64.0,1.0,1.0,1.0,0.0,,28.316259384155273,27.884483337402344,28.021693229675293,28.074193000793457,28.06764841079712,,,
4,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,4,147,,64,,2.0,0.0,,,3.0,3.6933422088623047,2.9795169830322266,3.150343894958496,3.2044410705566406,3.1714439392089844,,,
5,conv2d_4,<class 'keras.layers.convolutional.Conv2D'>,4,73,1.0,64,80.0,1.0,0.0,1.0,0.0,,3.4399032592773438,2.7930736541748047,3.1136274337768555,3.104090690612793,3.1009912490844727,,,
6,conv2d_5,<class 'keras.layers.convolutional.Conv2D'>,4,73,3.0,80,192.0,1.0,0.0,1.0,0.0,,41.95666313171387,39.54648971557617,39.716482162475586,39.93499279022217,39.730846881866455,,,
7,max_pooling2d_2,<class 'keras.layers.pooling.MaxPooling2D'>,4,71,,192,,2.0,0.0,,,3.0,2.4068355560302734,2.0797252655029297,2.3102760314941406,2.2667407989501953,2.2726058959960938,,,
8,conv2d_9,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,192,64.0,1.0,1.0,1.0,0.0,,1.2598037719726562,1.1608600616455078,1.2314319610595703,1.2255430221557617,1.2293457984924316,,,
9,conv2d_7,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,192,48.0,1.0,1.0,0.0,0.0,,1.0135173797607422,0.9329319000244141,0.9660720825195312,0.9695529937744141,0.968635082244873,,,
10,conv2d_10,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,4.378557205200195,4.251241683959961,4.345893859863281,4.336667060852051,4.342108964920044,,,
11,conv2d_6,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,192,64.0,1.0,1.0,0.0,0.0,,1.255035400390625,1.1222362518310547,1.1873245239257812,1.1917591094970703,1.192539930343628,,,
12,conv2d_8,<class 'keras.layers.convolutional.Conv2D'>,4,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,6.168603897094727,5.9719085693359375,6.076574325561523,6.061530113220215,6.0593485832214355,,,
13,conv2d_11,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,6.397008895874023,6.085634231567383,6.205916404724121,6.222271919250488,6.217509508132935,,,
14,conv2d_12,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,192,32.0,1.0,1.0,1.0,0.0,,3.1197071075439453,0.7257461547851562,0.7635354995727539,0.9996891021728516,0.7689297199249268,,,
15,conv2d_16,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,256,64.0,1.0,1.0,1.0,0.0,,1.5559196472167969,1.4424324035644531,1.5131235122680664,1.5096187591552734,1.5122294425964355,,,
16,conv2d_14,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,256,48.0,1.0,1.0,0.0,0.0,,1.268625259399414,1.1165142059326172,1.1955499649047852,1.1855125427246094,1.1837482452392578,,,
17,conv2d_17,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,4.423856735229492,4.237174987792969,4.313230514526367,4.314637184143066,4.310667514801025,,,
18,conv2d_13,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,256,64.0,1.0,1.0,0.0,0.0,,1.528024673461914,1.4052391052246094,1.4705657958984375,1.4729976654052734,1.4745891094207764,,,
19,conv2d_15,<class 'keras.layers.convolutional.Conv2D'>,4,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,6.086111068725586,5.922794342041016,5.991578102111816,5.99517822265625,5.992859601974487,,,
20,conv2d_18,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,6.170511245727539,6.020545959472656,6.111502647399902,6.103730201721191,6.105780601501465,,,
21,conv2d_19,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,256,64.0,1.0,1.0,1.0,0.0,,1.6093254089355469,1.4507770538330078,1.4896392822265625,1.5089035034179688,1.5036165714263916,,,
22,conv2d_23,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.7156600952148438,1.5747547149658203,1.6483068466186523,1.6465187072753906,1.6468465328216553,,,
23,conv2d_21,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,288,48.0,1.0,1.0,0.0,0.0,,1.3163089752197266,1.2233257293701172,1.2575387954711914,1.2660503387451172,1.265108585357666,,,
24,conv2d_24,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,4.397869110107422,4.267215728759766,4.30905818939209,4.316210746765137,4.3121278285980225,,,
25,conv2d_20,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,288,64.0,1.0,1.0,0.0,0.0,,1.7247200012207031,1.5645027160644531,1.6280412673950195,1.6359567642211914,1.6337931156158447,,,
26,conv2d_22,<class 'keras.layers.convolutional.Conv2D'>,4,35,5.0,48,64.0,1.0,1.0,0.0,0.0,,6.119966506958008,5.974292755126953,6.0395002365112305,6.0436248779296875,6.042748689651489,,,
27,conv2d_25,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,96,96.0,1.0,1.0,0.0,0.0,,6.265401840209961,6.063938140869141,6.166219711303711,6.170773506164551,6.172299385070801,,,
28,conv2d_26,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.7347335815429688,1.6574859619140625,1.6881227493286133,1.691436767578125,1.6902685165405273,,,
29,conv2d_28,<class 'keras.layers.convolutional.Conv2D'>,4,35,1.0,288,64.0,1.0,1.0,1.0,0.0,,1.705169677734375,1.6236305236816406,1.665949821472168,1.662302017211914,1.6617774963378906,,,
30,conv2d_29,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,64,96.0,1.0,1.0,1.0,0.0,,4.426479339599609,4.259586334228516,4.33194637298584,4.3265581130981445,4.322439432144165,,,
31,conv2d_27,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,288,384.0,2.0,0.0,0.0,0.0,,17.935514450073242,16.74199104309082,17.18461513519287,17.224788665771484,17.196297645568848,,,
32,conv2d_30,<class 'keras.layers.convolutional.Conv2D'>,4,35,3.0,96,96.0,2.0,0.0,1.0,0.0,,2.0415782928466797,1.8010139465332031,1.9506216049194336,1.9498109817504883,1.956939697265625,,,
33,max_pooling2d_3,<class 'keras.layers.pooling.MaxPooling2D'>,4,35,,288,,2.0,0.0,,,3.0,0.995635986328125,0.8261203765869141,0.9006261825561523,0.9166717529296875,0.9181201457977295,,,
34,conv2d_35,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,128.0,1.0,1.0,1.0,0.0,,2.4597644805908203,2.1419525146484375,2.3393630981445312,2.338743209838867,2.3482143878936768,,,
35,conv2d_36,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,128,128.0,1.0,1.0,1.0,0.0,,14.235973358154297,13.813495635986328,13.985633850097656,14.001083374023438,13.995170593261719,,,
36,conv2d_32,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,128.0,1.0,1.0,0.0,0.0,,2.4628639221191406,2.1610260009765625,2.25985050201416,2.2800445556640625,2.2720694541931152,,,
37,conv2d_37,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,128,128.0,1.0,1.0,1.0,0.0,,0.5733966827392578,0.47969818115234375,0.5095005035400391,0.5237102508544922,0.523000955581665,,,
38,conv2d_33,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,128,128.0,1.0,1.0,0.0,0.0,,0.6251335144042969,0.4646778106689453,0.4913806915283203,0.5014419555664062,0.49057602882385254,,,
39,conv2d_38,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,128,128.0,1.0,1.0,1.0,0.0,,14.073848724365234,13.823270797729492,13.932943344116211,13.93132209777832,13.92701268196106,,,
40,conv2d_31,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.754688262939453,2.6001930236816406,2.6553869247436523,2.656841278076172,2.651691436767578,,,
41,conv2d_34,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,128,192.0,1.0,1.0,0.0,0.0,,20.451068878173828,19.797801971435547,20.120620727539062,20.107555389404297,20.1033353805542,,,
42,conv2d_39,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,128,192.0,1.0,1.0,0.0,0.0,,0.7343292236328125,0.5695819854736328,0.6272792816162109,0.6375312805175781,0.633925199508667,,,
43,conv2d_40,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.783536911010742,2.6187896728515625,2.7185678482055664,2.716946601867676,2.7208924293518066,,,
44,conv2d_45,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,160.0,1.0,1.0,1.0,0.0,,2.3603439331054688,2.248048782348633,2.3190975189208984,2.3085594177246094,2.309650182723999,,,
45,conv2d_46,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,21.396636962890625,21.083593368530273,21.238327026367188,21.236348152160645,21.235406398773193,,,
46,conv2d_42,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,160.0,1.0,1.0,0.0,0.0,,2.307891845703125,2.195596694946289,2.254366874694824,2.2530317306518555,2.2533535957336426,,,
47,conv2d_47,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,160.0,1.0,1.0,1.0,0.0,,0.7524490356445312,0.6377696990966797,0.693202018737793,0.6912946701049805,0.6903409957885742,,,
48,conv2d_43,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,160.0,1.0,1.0,0.0,0.0,,0.7030963897705078,0.6203651428222656,0.6427764892578125,0.6507396697998047,0.6479918956756592,,,
49,conv2d_48,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,21.439790725708008,20.97296714782715,21.117806434631348,21.14405632019043,21.128475666046143,,,
50,conv2d_41,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.7577877044677734,2.5932788848876953,2.681732177734375,2.6733875274658203,2.672851085662842,,,
51,conv2d_44,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,192.0,1.0,1.0,0.0,0.0,,25.562524795532227,24.693012237548828,24.917244911193848,24.989891052246094,24.955421686172485,,,
52,conv2d_49,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,192.0,1.0,1.0,0.0,0.0,,0.8387565612792969,0.6802082061767578,0.7294416427612305,0.7405757904052734,0.735849142074585,,,
53,conv2d_50,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.7697086334228516,2.6092529296875,2.6630163192749023,2.678227424621582,2.6754140853881836,,,
54,conv2d_55,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,160.0,1.0,1.0,1.0,0.0,,2.3887157440185547,2.2635459899902344,2.3058652877807617,2.313113212585449,2.309858798980713,,,
55,conv2d_56,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,21.405458450317383,20.949602127075195,21.138429641723633,21.135425567626953,21.12489938735962,,,
56,conv2d_52,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,160.0,1.0,1.0,0.0,0.0,,2.5768280029296875,2.2308826446533203,2.293109893798828,2.311396598815918,2.2882819175720215,,,
57,conv2d_57,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,160.0,1.0,1.0,1.0,0.0,,0.7731914520263672,0.6334781646728516,0.6985664367675781,0.7033586502075195,0.7033646106719971,,,
58,conv2d_53,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,160.0,1.0,1.0,0.0,0.0,,0.7054805755615234,0.5993843078613281,0.6351470947265625,0.6370067596435547,0.6331503391265869,,,
59,conv2d_58,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,160.0,1.0,1.0,1.0,0.0,,21.43692970275879,20.963668823242188,21.12710475921631,21.16990089416504,21.162301301956177,,,
60,conv2d_51,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.7663707733154297,2.584695816040039,2.6280879974365234,2.6506662368774414,2.644449472427368,,,
61,conv2d_54,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,160,192.0,1.0,1.0,0.0,0.0,,25.331974029541016,24.761676788330078,24.99520778656006,24.995994567871094,24.98328685760498,,,
62,conv2d_59,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,160,192.0,1.0,1.0,0.0,0.0,,0.7793903350830078,0.6842613220214844,0.7406473159790039,0.7407426834106445,0.7429718971252441,,,
63,conv2d_60,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.7692317962646484,2.6280879974365234,2.7277469635009766,2.720046043395996,2.7253925800323486,,,
64,conv2d_65,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.805471420288086,2.6369094848632812,2.6990175247192383,2.7051925659179688,2.70119309425354,,,
65,conv2d_66,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,192,192.0,1.0,1.0,1.0,0.0,,30.31611442565918,29.742717742919922,30.062437057495117,30.073094367980957,30.08401393890381,,,
66,conv2d_62,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.7060508728027344,2.593517303466797,2.636551856994629,2.641725540161133,2.6397109031677246,,,
67,conv2d_67,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,192,192.0,1.0,1.0,1.0,0.0,,0.8797645568847656,0.8113384246826172,0.8485317230224609,0.8478641510009766,0.8484423160552979,,,
68,conv2d_63,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,192,192.0,1.0,1.0,0.0,0.0,,0.8988380432128906,0.7522106170654297,0.7987022399902344,0.804901123046875,0.7997453212738037,,,
69,conv2d_68,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,192,192.0,1.0,1.0,1.0,0.0,,30.463695526123047,29.676198959350586,30.168771743774414,30.11457920074463,30.125737190246582,,,
70,conv2d_61,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.825498580932617,2.671480178833008,2.7371644973754883,2.73897647857666,2.736598253250122,,,
71,conv2d_64,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,192,192.0,1.0,1.0,0.0,0.0,,30.61676025390625,29.758691787719727,30.124902725219727,30.16808032989502,30.163168907165527,,,
72,conv2d_69,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,192,192.0,1.0,1.0,0.0,0.0,,1.0197162628173828,0.8032321929931641,0.8958578109741211,0.8959293365478516,0.8920431137084961,,,
73,conv2d_70,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.738475799560547,2.5959014892578125,2.6547908782958984,2.6603221893310547,2.6586055755615234,,,
74,conv2d_73,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,1.0,0.0,,2.721071243286133,2.6445388793945312,2.6941299438476562,2.687501907348633,2.688676118850708,,,
75,conv2d_74,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,192,192.0,1.0,1.0,1.0,0.0,,1.3370513916015625,0.8215904235839844,0.8561611175537109,0.908207893371582,0.8654296398162842,,,
76,conv2d_71,<class 'keras.layers.convolutional.Conv2D'>,4,17,1.0,768,192.0,1.0,1.0,0.0,0.0,,2.7306079864501953,2.595663070678711,2.67636775970459,2.672266960144043,2.6745498180389404,,,
77,conv2d_75,<class 'keras.layers.convolutional.Conv2D'>,4,17,7.0,192,192.0,1.0,1.0,1.0,0.0,,30.46870231628418,29.789447784423828,30.168533325195312,30.15596866607666,30.162692070007324,,,
78,conv2d_72,<class 'keras.layers.convolutional.Conv2D'>,4,17,3.0,192,320.0,2.0,0.0,0.0,0.0,,2.4487972259521484,2.3102760314941406,2.368927001953125,2.3818254470825195,2.3823976516723633,,,
79,conv2d_76,<class 'keras.layers.convolutional.Conv2D'>,4,17,3.0,192,192.0,2.0,0.0,1.0,0.0,,1.7261505126953125,1.506805419921875,1.611471176147461,1.6135454177856445,1.6128122806549072,,,
80,max_pooling2d_4,<class 'keras.layers.pooling.MaxPooling2D'>,4,17,,768,,2.0,0.0,,,3.0,0.5645751953125,0.4558563232421875,0.4938840866088867,0.5057811737060547,0.5046725273132324,,,
81,conv2d_81,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,1280,448.0,1.0,1.0,1.0,0.0,,2.7053356170654297,2.4595260620117188,2.6232004165649414,2.621126174926758,2.6308000087738037,,,
82,conv2d_78,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,1280,384.0,1.0,1.0,0.0,0.0,,2.2687911987304688,2.1343231201171875,2.232074737548828,2.2120237350463867,2.2146403789520264,,,
83,conv2d_82,<class 'keras.layers.convolutional.Conv2D'>,4,8,3.0,448,384.0,1.0,1.0,1.0,0.0,,6.058931350708008,5.819797515869141,5.931973457336426,5.950713157653809,5.953550338745117,,,
84,conv2d_79,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,384,384.0,1.0,1.0,0.0,0.0,,0.9863376617431641,0.8184909820556641,0.8951425552368164,0.8899450302124023,0.8868277072906494,,,
85,conv2d_80,<class 'keras.layers.convolutional.Conv2D'>,4,8,3.0,384,384.0,1.0,1.0,0.0,0.0,,5.423069000244141,5.012273788452148,5.202531814575195,5.219006538391113,5.2193403244018555,,,
86,conv2d_83,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,384,384.0,1.0,1.0,0.0,0.0,,1.0426044464111328,0.7746219635009766,0.8487701416015625,0.874018669128418,0.8653700351715088,,,
87,conv2d_84,<class 'keras.layers.convolutional.Conv2D'>,4,8,3.0,384,384.0,1.0,1.0,0.0,0.0,,5.300760269165039,4.99272346496582,5.1163434982299805,5.136990547180176,5.134552717208862,,,
88,conv2d_77,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,1280,320.0,1.0,1.0,0.0,0.0,,2.096891403198242,1.8646717071533203,1.9457340240478516,1.9720077514648438,1.9698143005371094,,,
89,conv2d_85,<class 'keras.layers.convolutional.Conv2D'>,4,8,1.0,1280,192.0,1.0,1.0,1.0,0.0,,1.2691020965576172,1.123666763305664,1.197218894958496,1.1893033981323242,1.1875331401824951,,,
