layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,block1_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,3,64.0,1.0,1.0,0.0,1.0,,155.50589561462402,129.82583045959473,147.53055572509766,143.94166469573975,144.26061511039734,,,
2,block1_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,64,64.0,1.0,1.0,0.0,1.0,,670.4690456390381,572.202205657959,619.0630197525024,613.5189294815063,611.5647554397583,,,
3,block1_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,224,,64,,2.0,0.0,,,2.0,38.858890533447266,36.85712814331055,37.89794445037842,37.89181709289551,37.90026903152466,,,
4,block2_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,64,128.0,1.0,1.0,0.0,1.0,,306.2858581542969,258.4834098815918,286.47661209106445,285.5086326599121,286.28963232040405,,,
5,block2_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,128,128.0,1.0,1.0,0.0,1.0,,569.7669982910156,518.5418128967285,543.1857109069824,544.2371845245361,544.2578792572021,,,
6,block2_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,112,,128,,2.0,0.0,,,2.0,17.13871955871582,16.956806182861328,17.03953742980957,17.044496536254883,17.04367995262146,,,
7,block3_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,128,256.0,1.0,1.0,0.0,1.0,,284.86084938049316,237.8838062286377,271.72207832336426,267.5776720046997,269.1290080547333,,,
8,block3_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,553.6606311798096,505.4361820220947,522.832989692688,524.9402046203613,523.7881541252136,,,
9,block3_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,548.4316349029541,492.65170097351074,504.5241117477417,514.0561819076538,512.4348104000092,,,
10,block3_conv4,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,554.3513298034668,471.80986404418945,542.9428815841675,530.1700592041016,534.4424247741699,,,
11,block3_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,56,,256,,2.0,0.0,,,2.0,8.586406707763672,8.396148681640625,8.515238761901855,8.513116836547852,8.518576622009277,,,
12,block4_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,256,512.0,1.0,1.0,0.0,1.0,,268.89801025390625,236.39583587646484,253.36110591888428,254.2123317718506,254.60368394851685,,,
13,block4_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,507.77292251586914,472.9001522064209,502.19225883483887,496.9774007797241,498.6376166343689,,,
14,block4_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,526.2794494628906,485.7933521270752,518.399715423584,510.86347103118896,512.0702385902405,,,
15,block4_conv4,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,517.7366733551025,470.26705741882324,503.8834810256958,499.49071407318115,500.8629262447357,,,
16,block4_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,28,,512,,2.0,0.0,,,2.0,4.1217803955078125,3.7403106689453125,4.0274858474731445,4.008793830871582,4.028230905532837,,,
17,block5_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,136.73639297485352,118.47186088562012,127.46262550354004,127.92699337005615,128.007709980011,,,
18,block5_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,136.36231422424316,125.03862380981445,134.7332000732422,133.55402946472168,134.2674195766449,,,
19,block5_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,137.06445693969727,129.37283515930176,133.41569900512695,133.50627422332764,133.57818126678467,,,
20,block5_conv4,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,137.41326332092285,115.6151294708252,135.02061367034912,131.8422794342041,133.17430019378662,,,
21,block5_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,14,,512,,2.0,0.0,,,2.0,1.2052059173583984,0.9205341339111328,1.131296157836914,1.0868072509765625,1.0927915573120117,,,
22,fc1,<class 'keras.layers.core.Dense'>,16,1,,25088,4096.0,,,1.0,,,62.93225288391113,56.339263916015625,61.78760528564453,61.10115051269531,61.467498540878296,,,
23,fc2,<class 'keras.layers.core.Dense'>,16,1,,4096,4096.0,,,1.0,,,13.155698776245117,8.374452590942383,10.926961898803711,10.892367362976074,10.924190282821655,,,
24,predictions,<class 'keras.layers.core.Dense'>,16,1,,4096,1000.0,,,1.0,,,3.5555362701416016,2.4025440216064453,2.548694610595703,2.704143524169922,2.6354193687438965,,,
