layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv1,<class 'keras.layers.convolutional.Conv2D'>,1,230,7.0,3,64.0,2.0,0.0,1.0,1.0,,5.13911247253418,4.231691360473633,4.956603050231934,4.85227108001709,4.893988370895386,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,1,114,,64,,2.0,0.0,,,3.0,0.9205341339111328,0.8661746978759766,0.8774995803833008,0.8836030960083008,0.8811652660369873,,,
3,res2a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,64.0,1.0,0.0,1.0,1.0,,1.3933181762695312,0.51116943359375,0.6036758422851562,0.6844043731689453,0.6174445152282715,,,
4,res2a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,2.9075145721435547,2.731800079345703,2.8221607208251953,2.821660041809082,2.8221607208251953,,,
5,res2a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,0.0,1.0,,1.615285873413086,1.4495849609375,1.5250444412231445,1.534724235534668,1.5352964401245117,,,
6,res2a_branch1,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,2.199411392211914,1.5330314636230469,1.6113519668579102,1.6648530960083008,1.6145110130310059,,,
7,res2b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,1.3892650604248047,1.2536048889160156,1.2992620468139648,1.309514045715332,1.3065338134765625,,,
8,res2b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,2.973318099975586,2.730131149291992,2.8667449951171875,2.8649330139160156,2.8682351112365723,,,
9,res2b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,1.9021034240722656,1.527547836303711,1.5904903411865234,1.6214609146118164,1.5981197357177734,,,
10,res2c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,1.4827251434326172,1.280069351196289,1.349329948425293,1.3575315475463867,1.3515651226043701,,,
11,res2c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,3.999471664428711,2.7756690979003906,2.8673410415649414,3.015255928039551,2.922177314758301,,,
12,res2c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,1.764059066772461,1.5418529510498047,1.6107559204101562,1.6203641891479492,1.6122162342071533,,,
13,res3a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,128.0,2.0,0.0,1.0,1.0,,1.026153564453125,0.8301734924316406,0.8996725082397461,0.9064674377441406,0.9010434150695801,,,
14,res3a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,2.814054489135742,2.614736557006836,2.732992172241211,2.7214765548706055,2.7232468128204346,,,
15,res3a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,128,512.0,1.0,0.0,0.0,1.0,,1.9404888153076172,1.3730525970458984,1.5946626663208008,1.606130599975586,1.593470573425293,,,
16,res3a_branch1,<class 'keras.layers.convolutional.Conv2D'>,1,56,1.0,256,512.0,2.0,0.0,1.0,1.0,,2.7923583984375,2.532482147216797,2.6804208755493164,2.675199508666992,2.678394317626953,,,
17,res3b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,1.6405582427978516,1.4424324035644531,1.5785694122314453,1.5626907348632812,1.5679895877838135,,,
18,res3b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,3.8499832153320312,2.5796890258789062,2.7823448181152344,2.8586864471435547,2.769649028778076,,,
19,res3b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,128,512.0,1.0,0.0,1.0,1.0,,1.8095970153808594,1.3630390167236328,1.4348030090332031,1.491093635559082,1.467287540435791,,,
20,res3c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,2.1533966064453125,1.5854835510253906,1.6567707061767578,1.6968011856079102,1.6536414623260498,,,
21,res3c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,2.8951168060302734,2.644062042236328,2.765774726867676,2.762317657470703,2.7604997158050537,,,
22,res3c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,128,512.0,1.0,0.0,1.0,1.0,,1.544952392578125,1.3685226440429688,1.4319419860839844,1.4419794082641602,1.4382898807525635,,,
23,res3d_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,512,128.0,1.0,0.0,1.0,1.0,,1.7206668853759766,1.4944076538085938,1.5826225280761719,1.5950679779052734,1.5919506549835205,,,
24,res3d_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,28,3.0,128,128.0,1.0,1.0,1.0,1.0,,2.9973983764648438,2.6912689208984375,2.7254819869995117,2.761077880859375,2.7402639389038086,,,
25,res3d_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,128,512.0,1.0,0.0,1.0,1.0,,1.4917850494384766,1.3151168823242188,1.3985633850097656,1.4019012451171875,1.4015138149261475,,,
26,res4a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,512,256.0,2.0,0.0,1.0,1.0,,0.9763240814208984,0.8299350738525391,0.8928775787353516,0.8951902389526367,0.8932054042816162,,,
27,res4a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,2.881765365600586,2.6574134826660156,2.718329429626465,2.743411064147949,2.7368664741516113,,,
28,res4a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,0.0,1.0,,1.8455982208251953,1.4743804931640625,1.5965700149536133,1.6267776489257812,1.6184747219085693,,,
29,res4a_branch1,<class 'keras.layers.convolutional.Conv2D'>,1,28,1.0,512,1024.0,2.0,0.0,1.0,1.0,,3.0677318572998047,2.8672218322753906,2.940535545349121,2.9479265213012695,2.9430389404296875,,,
30,res4b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,256.0,1.0,0.0,1.0,1.0,,1.874685287475586,1.4128684997558594,1.5528202056884766,1.5599489212036133,1.538991928100586,,,
31,res4b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,3.1690597534179688,2.7093887329101562,2.8176307678222656,2.8395652770996094,2.814650535583496,,,
32,res4b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,1.0,1.0,,1.7604827880859375,1.5158653259277344,1.6797780990600586,1.652669906616211,1.6562938690185547,,,
33,res4c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,256.0,1.0,0.0,1.0,1.0,,1.7948150634765625,1.3134479522705078,1.4475584030151367,1.4717578887939453,1.4511644840240479,,,
34,res4c_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,2.8696060180664062,2.620697021484375,2.723097801208496,2.7373552322387695,2.7354061603546143,,,
35,res4c_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,1.0,1.0,,2.09808349609375,1.6624927520751953,1.7217397689819336,1.756119728088379,1.7250776290893555,,,
36,res4d_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,256.0,1.0,0.0,1.0,1.0,,1.6474723815917969,1.3666152954101562,1.470327377319336,1.4829158782958984,1.476883888244629,,,
37,res4d_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,3.8194656372070312,2.714872360229492,2.8668642044067383,2.945399284362793,2.864956855773926,,,
38,res4d_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,1.0,1.0,,1.8270015716552734,1.4538764953613281,1.6484260559082031,1.652669906616211,1.6557276248931885,,,
39,res4e_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,256.0,1.0,0.0,1.0,1.0,,2.0096302032470703,1.3849735260009766,1.5369653701782227,1.6303777694702148,1.6136467456817627,,,
40,res4e_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,2.864360809326172,2.7043819427490234,2.7745962142944336,2.778291702270508,2.7767717838287354,,,
41,res4e_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,1.0,1.0,,2.046346664428711,1.455545425415039,1.6006231307983398,1.6429901123046875,1.6160011291503906,,,
42,res4f_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,256.0,1.0,0.0,1.0,1.0,,1.466989517211914,1.3489723205566406,1.4162063598632812,1.4125347137451172,1.4136731624603271,,,
43,res4f_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,14,3.0,256,256.0,1.0,1.0,1.0,1.0,,2.899169921875,2.6509761810302734,2.804875373840332,2.806258201599121,2.814054489135742,,,
44,res4f_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,256,1024.0,1.0,0.0,1.0,1.0,,1.8281936645507812,1.5361309051513672,1.634836196899414,1.6473770141601562,1.6386806964874268,,,
45,res5a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,512.0,2.0,0.0,1.0,1.0,,1.3642311096191406,1.2137889862060547,1.251220703125,1.2550592422485352,1.2465715408325195,,,
46,res5a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,7,3.0,512,512.0,1.0,1.0,1.0,1.0,,3.7937164306640625,3.545522689819336,3.6287307739257812,3.6373376846313477,3.6292672157287598,,,
47,res5a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,7,1.0,512,2048.0,1.0,0.0,0.0,1.0,,2.4542808532714844,2.019166946411133,2.2978782653808594,2.285170555114746,2.2972822189331055,,,
48,res5a_branch1,<class 'keras.layers.convolutional.Conv2D'>,1,14,1.0,1024,2048.0,2.0,0.0,1.0,1.0,,4.520177841186523,3.948688507080078,4.047989845275879,4.126548767089844,4.0995776653289795,,,
49,res5b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,7,1.0,2048,512.0,1.0,0.0,1.0,1.0,,2.007722854614258,1.722574234008789,1.8093585968017578,1.836991310119629,1.8299520015716553,,,
50,res5b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,1,7,3.0,512,512.0,1.0,1.0,1.0,1.0,,3.835439682006836,3.4575462341308594,3.5108327865600586,3.5526275634765625,3.529161214828491,,,
51,res5b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,1,7,1.0,512,2048.0,1.0,0.0,1.0,1.0,,2.4280548095703125,2.2974014282226562,2.363920211791992,2.3589372634887695,2.357989549636841,,,
52,res5c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,1,7,1.0,2048,512.0,1.0,0.0,1.0,1.0,,2.104520797729492,1.7371177673339844,1.9654035568237305,1.948237419128418,1.955091953277588,,,
