layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,conv1,<class 'keras.layers.convolutional.Conv2D'>,4,230,7.0,3,64.0,2.0,0.0,1.0,1.0,,11.846303939819336,11.626243591308594,11.7262601852417,11.72475814819336,11.721879243850708,,,
2,max_pooling2d_1,<class 'keras.layers.pooling.MaxPooling2D'>,4,114,,64,,2.0,0.0,,,3.0,1.9686222076416016,1.6586780548095703,1.747727394104004,1.797318458557129,1.7932355403900146,,,
3,res2a_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,64.0,1.0,0.0,1.0,1.0,,1.348733901977539,1.271963119506836,1.3254880905151367,1.3204097747802734,1.322925090789795,,,
4,res2a_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,7.796287536621094,7.442951202392578,7.575511932373047,7.583928108215332,7.575005292892456,,,
5,res2a_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,0.0,1.0,,4.004716873168945,3.8504600524902344,3.954648971557617,3.937220573425293,3.9396286010742188,,,
6,res2a_branch1,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,5.671977996826172,3.906726837158203,4.03749942779541,4.187607765197754,4.0371716022491455,,,
7,res2b_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,3.4227371215820312,3.286600112915039,3.305196762084961,3.320956230163574,3.312528133392334,,,
8,res2b_branch2b,<class 'keras.layers.convolutional.Conv2D'>,4,56,3.0,64,64.0,1.0,1.0,1.0,1.0,,7.639646530151367,7.425546646118164,7.515549659729004,7.524728775024414,7.522761821746826,,,
9,res2b_branch2c,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,64,256.0,1.0,0.0,1.0,1.0,,4.113674163818359,3.8712024688720703,3.9159059524536133,3.9479970932006836,3.936886787414551,,,
10,res2c_branch2a,<class 'keras.layers.convolutional.Conv2D'>,4,56,1.0,256,64.0,1.0,0.0,1.0,1.0,,3.3974647521972656,3.2613277435302734,3.3267736434936523,3.327465057373047,3.326982259750366,,,
