layer,name,operation,batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,poolsize,time_max,time_min,time_median,time_mean,time_trim_mean,pre_time_abse,pre_time_re,pre_time_rmse
1,block1_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,3,64.0,1.0,1.0,0.0,1.0,,19.055843353271484,18.96190643310547,19.016385078430176,19.01719570159912,19.019275903701782,,,
2,block1_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,224,3.0,64,64.0,1.0,1.0,0.0,1.0,,23.887157440185547,23.798227310180664,23.845791816711426,23.84161949157715,23.84135127067566,,,
3,block1_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,224,,64,,2.0,0.0,,,2.0,7.072210311889648,6.995916366577148,7.053494453430176,7.045841217041016,7.04878568649292,,,
4,block2_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,64,128.0,1.0,1.0,0.0,1.0,,11.213064193725586,11.139392852783203,11.153817176818848,11.16476058959961,11.161893606185913,,,
5,block2_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,112,3.0,128,128.0,1.0,1.0,0.0,1.0,,12.88294792175293,12.637853622436523,12.694597244262695,12.711381912231445,12.699127197265625,,,
6,block2_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,112,,128,,2.0,0.0,,,2.0,3.2570362091064453,3.242015838623047,3.2486915588378906,3.248453140258789,3.2481849193573,,,
7,block3_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,128,256.0,1.0,1.0,0.0,1.0,,6.496429443359375,6.418943405151367,6.459236145019531,6.461858749389648,6.462901830673218,,,
8,block3_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,7.622480392456055,7.5626373291015625,7.605552673339844,7.601308822631836,7.603496313095093,,,
9,block3_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,56,3.0,256,256.0,1.0,1.0,0.0,1.0,,7.475614547729492,7.393598556518555,7.419228553771973,7.424640655517578,7.422149181365967,,,
10,block3_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,56,,256,,2.0,0.0,,,2.0,1.8820762634277344,1.7805099487304688,1.8624067306518555,1.8387317657470703,1.8405914306640625,,,
11,block4_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,256,512.0,1.0,1.0,0.0,1.0,,3.9119720458984375,3.803253173828125,3.848910331726074,3.8584232330322266,3.858625888824463,,,
12,block4_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,5.0640106201171875,4.946231842041016,4.983305931091309,4.996299743652344,4.994094371795654,,,
13,block4_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,28,3.0,512,512.0,1.0,1.0,0.0,1.0,,4.959821701049805,4.899024963378906,4.938721656799316,4.9304962158203125,4.930764436721802,,,
14,block4_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,28,,512,,2.0,0.0,,,2.0,1.0483264923095703,0.9758472442626953,1.0213851928710938,1.0207414627075195,1.0229051113128662,,,
15,block5_conv1,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.8625259399414062,1.7724037170410156,1.8138885498046875,1.8165111541748047,1.8162727355957031,,,
16,block5_conv2,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.8472671508789062,1.7218589782714844,1.8084049224853516,1.7942190170288086,1.796633005142212,,,
17,block5_conv3,<class 'keras.layers.convolutional.Conv2D'>,16,14,3.0,512,512.0,1.0,1.0,0.0,1.0,,1.8084049224853516,1.7087459564208984,1.7828941345214844,1.7731904983520508,1.7768442630767822,,,
18,block5_pool,<class 'keras.layers.pooling.MaxPooling2D'>,16,14,,512,,2.0,0.0,,,2.0,0.47278404235839844,0.35190582275390625,0.4106760025024414,0.4145622253417969,0.415116548538208,,,
19,fc1,<class 'keras.layers.core.Dense'>,16,1,,25088,4096.0,,,1.0,,,1.4045238494873047,1.2884140014648438,1.3468265533447266,1.344156265258789,1.3435781002044678,,,
20,fc2,<class 'keras.layers.core.Dense'>,16,1,,4096,4096.0,,,1.0,,,0.5002021789550781,0.3695487976074219,0.41747093200683594,0.4228353500366211,0.41982531547546387,,,
21,predictions,<class 'keras.layers.core.Dense'>,16,1,,4096,1000.0,,,1.0,,,0.35119056701660156,0.22220611572265625,0.25331974029541016,0.2713441848754883,0.2675056457519531,,,
